"S0138-600X2014000200016-cub","Las embarazadas de mayor edad en el mundo","Lugones Botell, Miguel, Ramírez Bermúdez, Marieta, Sarduy Nápoles, Miguel","Revista Cubana de Obstetricia y Ginecología; 40(2); 293-298","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200016&lang=pt" 
"S0138-600X2014000200017-cub","Dos expertos de la Ginecología infanto juvenil presentan su obra &quot;Los adolescentes preguntan&quot; en la 23 Feria Internacional del Libro 2014","","Revista Cubana de Obstetricia y Ginecología; 40(2); 299-300","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200017&lang=pt" 
"S0138-600X2014000200010-cub","Recomendaciones en el manejo práctico de adolescentes que consultan por dolor pelviano crónico","Peláez Mendoza, Jorge","Revista Cubana de Obstetricia y Ginecología; 40(2); 233-245","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200010&lang=pt" 
"S0138-600X2014000200011-cub","Enfoque de los principales factores causales en los trastornos reproductivos","Barrios Martínez, Anduriña, Méndez Rosado, Luis Alberto","Revista Cubana de Obstetricia y Ginecología; 40(2); 246-257","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200011&lang=pt" 
"S0138-600X2014000200012-cub","Condiloma gigante (tumor de Buschke-Löwenstein) de la vulva","Ríos Hernández, María de los Ángeles, Hernández Menéndez, Maité, Aguilar Vela de Oro, Francisco Orlando, Aguilar Fabré, Kenia, Amigó de Quesada, Margarita, Silveira Pablos, Mario, Esperón Noa, Roberto","Revista Cubana de Obstetricia y Ginecología; 40(2); 258-264","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200012&lang=pt" 
"S0138-600X2014000200013-cub","Diagnóstico prenatal de onfalocele mediante ultrasonografía","del Río Romero, Luskenia, Blanco Figueredo, Nadia, Rodríguez Domínguez, Zulay","Revista Cubana de Obstetricia y Ginecología; 40(2); 265-271","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200013&lang=pt" 
"S0138-600X2014000200009-cub","Infección por el virus del papiloma humano en mujeres de edad mediana y factores asociados","Rodríguez González, Dalgy, Pérez Piñero, Julia, Sarduy Nápoles, Miguel","Revista Cubana de Obstetricia y Ginecología; 40(2); 218-232","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200009&lang=pt" 
"S0138-600X2014000200008-cub","Struma ovarii, hallazgos de patología tiroidea en el ovario","García Ramírez, Carlos Alberto, Sandoval Martínez, Diana Katherine, García Ayala, Ernesto","Revista Cubana de Obstetricia y Ginecología; 40(2); 206-217","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200008&lang=pt" 
"S0138-600X2014000200003-cub","Perfil epidemiológico y perinatal de pacientes con preeclampsia","Sáez Cantero, Viviana de la Caridad, Pérez Hernández, María Teresa","Revista Cubana de Obstetricia y Ginecología; 40(2); 155-164","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200003&lang=pt" 
"S0138-600X2014000200002-cub","Caracterización de las pacientes con hemorragia uterina puerperal en las que se utilizó misoprostol","Lugo Sánchez, Ana María","Revista Cubana de Obstetricia y Ginecología; 40(2); 145-154","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200002&lang=pt" 
"S0138-600X2014000200001-cub","Reconocimiento de la Sociedad Cubana de Obstetricia y Ginecología al trabajo realizado por los ginecobstetras cubanos en el año 2013","Sarduy Nápoles, Miguel","Revista Cubana de Obstetricia y Ginecología; 40(2); 143-144","Revista Cubana de Obstetricia y Ginecología","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2014000200001&lang=pt" 
