"S1982-25532015000100308-scl","Entre o esgotamento e o devir","Fogliano, André","Galáxia (São Paulo); (29); 308-313","Galáxia (São Paulo)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532015000100308&lang=pt" 
"S1645-37942015000100001-prt","Ana Bénard da Costa e os Cadernos de Estudos Africanos","Carvalho, Clara","Cadernos de Estudos Africanos; (29); 7-9","Cadernos de Estudos Africanos","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-37942015000100001&lang=pt" 
"S1982-25532015000100110-scl","Cenas do testemunho na televisão: o (des)encontro de mundos","Lage, Leandro Rodrigues","Galáxia (São Paulo); (29); 110-122","Galáxia (São Paulo)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532015000100110&lang=pt" 
"S0100-55022015000200328-scl","Educação Médica nos Tempos Modernos","Lobo, Luiz Carlos","Revista Brasileira de Educação Médica; 39(2); 328-332","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200328&lang=pt" 
"S0100-55022015000200196-scl","Estratégia Saúde da Família: Clínica e Crítica","Motta, Luís Claudio de Souza, Siqueira-Batista, Rodrigo","Revista Brasileira de Educação Médica; 39(2); 196-207","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200196&lang=pt" 
"S0100-55022015000200218-scl","Crenças Epistemológicas e o Processo de Aprendizagem da Homeopatia","Souza, Elizabeth Pinto Valente de, Peixoto, Mauricio Abreu Pinto","Revista Brasileira de Educação Médica; 39(2); 218-225","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200218&lang=pt" 
"S0100-55022015000200226-scl","Internato Médico: o Desafio da Diversificação dos Cenários da Prática","Teixeira, Luciana de Almeida Silva, Spicacci, Felipe Bueno, Melo, Isabela Borges de, Takao, Marina Mayumi Vendrame, Dornelas, Alberto Garcia, Pardi, Guilherme Rocha, Bollela, Valdes Roberto","Revista Brasileira de Educação Médica; 39(2); 226-232","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200226&lang=pt" 
"S0100-55022015000200233-scl","Validação de Instrumento de Registro do Atendimento Clínico Centrado na Pessoa","França, Bruna Carvalho Costa, Figueiredo-Soares, Taciana de, Toledo Júnior, Antonio Carlos, Souza, Nathan Mendes, Faria, Rosa Malena Delbone de","Revista Brasileira de Educação Médica; 39(2); 233-239","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200233&lang=pt" 
"S0100-55022015000200240-scl","Atitude de Estudantes de Medicina frente a Terapias Alternativas e Complementares","Morales, Nayara Mendes, Min, Li Shih, Teixeira, João Eduardo Marten","Revista Brasileira de Educação Médica; 39(2); 240-245","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200240&lang=pt" 
"S0100-55022015000200246-scl","Estamos Ensinando o que É Necessário sobre Doenças Reumatológicas?","Rebello, Pedro Albuquerque, Corrêa, Thiago Damasceno, Fernandes, Igor Beltrão Duarte, Caldas, Cezar Augusto Muniz","Revista Brasileira de Educação Médica; 39(2); 246-251","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200246&lang=pt" 
"S0100-55022015000200252-scl","Formação Situada ou Situações do Formar: Internato Médico em Questão","Ferri, Paulo Alberto, Gomes, Rafael da Silveira","Revista Brasileira de Educação Médica; 39(2); 252-260","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200252&lang=pt" 
"S0100-55022015000200261-scl","Tradução, Adaptação Cultural e Validação do Questionário “Reação Médica à Incerteza (PRU)” na Tomada de Decisões","Santella, Fernando, Balceiro, Rafael, Moraes, Fábio Ynoe de, Conterno, Lucieni de Oliveira, Silva Filho, Carlos Rodrigues da","Revista Brasileira de Educação Médica; 39(2); 261-267","Revista Brasileira de Educação Médica","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200261&lang=pt" 
"S0100-55022015000200268-scl","Gender Might Be Factor for Student Admission in Two Brazilian Medical Schools","Beraldi, Gabriel Henrique, Gagliardi Filho, Julio Cesar, Nunes, Maria do Patrocinio Tenorio, Gannam, Silmar","Revista Brasileira de Educação Médica; 39(2); 268-275","Revista Brasileira de Educação Médica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022015000200268&lang=pt" 
