"S0049-34492014000200004-chl","Acercamientos al vocablo λόγος en el Comentario a Juan de Orígenes","Soler, Fernando","Teología y vida; 55(2); 287-299","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000200004&lang=pt" 
"S0717-73562014000200001-chl","ABRIENDO EL DEBATE EN TORNO A PATRIMONIO EN CHUNGARA","Angelo, Dante","Chungará (Arica); 46(2); 173-176","Chungará (Arica)","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562014000200001&lang=pt" 
"S0717-73562014000200002-chl","TEMPRANAS EVIDENCIAS DE NAVEGACIÓN Y CAZA DE ESPECIES OCEÁNICAS EN LA COSTA PACÍFICA DE SUDAMÉRICA (TALTAL, ~ 7.000 AÑOS CAL. A.P.)","Olguín, Laura, Salazar, Diego, Jackson, Donald","Chungará (Arica); 46(2); 177-192","Chungará (Arica)","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562014000200002&lang=pt" 
"S0717-73562014000200003-chl","TECNOLOGÍA ÓSEA EN EL OESTE DE LA REGIÓN PAMPEANA: IDENTIFICACIÓN DE LAS TÉCNICAS DE MANUFACTURA A PARTIR DE EVIDENCIAS ARQUEOLÓGICAS Y EXPERIMENTALES","Álvarez, María Clara","Chungará (Arica); 46(2); 193-210","Chungará (Arica)","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562014000200003&lang=pt" 
"S0717-73562014000200009-chl","PARÁMETROS MÉTRICOS PARA LA DETERMINACIÓN DE SEXO EN RESTOS ESQUELETALES CHILENOS MODERNOS","Garrido-Varas, Claudia, Thompson, Tim, Campbell, Andrew","Chungará (Arica); 46(2); 285-294","Chungará (Arica)","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562014000200009&lang=pt" 
"S0717-73562014000200010-chl","THE INCREASED FEMORAL NECK ANTEVERSION IN MEDIEVAL CEMETERY OF PECENJEVCE: AETIOLOGY AND DIFFERENTIAL DIAGNOSIS IN ARCHAEOLOGICAL CONTEXT","Djukic, Ksenija, Milenkovic, Petar, Milovanovic, Petar, Dakic, Milos, Djuric, Marija","Chungará (Arica); 46(2); 295-303","Chungará (Arica)","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562014000200010&lang=pt" 
"S0718-07642014000400021-chl","Sistema de Imagen Secreta Compartida con Optimización de la Carga Útil","Espejel-Trujillo, Angelina, Castillo-Camacho, Iván, Nakano-Miyatake, Mariko, Pérez-Meana, Héctor","Información tecnológica; 25(4); 193-204","Información tecnológica","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07642014000400021&lang=pt" 
"S0718-07642014000400020-chl","Revisión de un Enfoque Modular de Programación Orientada a Aspectos","Vidal, Cristian L, Rivero, Sabino E, Schmal, Rodolfo F, Morales, Jenny D","Información tecnológica; 25(4); 185-192","Información tecnológica","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07642014000400020&lang=pt" 
"S0031-10492014002500001-scl","Temperatura de incubação e razão sexual em filhotes recém-eclodidos da tartaruga marinha Eretmochelys imbricata (Linnaeus, 1766) no município do Ipojuca, Pernambuco, Brasil","Simões, Thyara N., Silva, Arley C. da, Santos, Ednilza M. dos, Chagas, Cristiano A.","Papéis Avulsos de Zoologia (São Paulo); 54(25); 363-374","Papéis Avulsos de Zoologia (São Paulo)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492014002500001&lang=pt" 
"S0211-69952014000300003-esp","Diabetes mellitus y enfermedad renal en el anciano","Iglesias, Pedro, Heras, Manuel, Díez, Juan J.","Nefrología (Madrid); 34(3); 285-292","Nefrología (Madrid)","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952014000300003&lang=pt" 
"S0211-69952014000300005-esp","Documento de la Sociedad Española de Nefrología sobre las guías KDIGO para la evaluación y el tratamiento de la enfermedad renal crónica","Gorostidi, Manuel, Santamaría, Rafael, Alcázar, Roberto, Fernández-Fresnedo, Gema, Galcerán, Josep M., Goicoechea, Marián, Oliveras, Anna, Portolés, José, Rubio, Esther, Segura, Julián, Aranda, Pedro, Francisco, Ángel L.M. de, Pino, M. Dolores del, Fernández-Vega, Francisco, Górriz, José L., Luño, José, Marín, Rafael, Martínez, Isabel, Martínez-Castelao, Alberto, Orte, Luis M., Quereda, Carlos, Rodríguez-Pérez, José C., Rodríguez, Mariano, Ruilope, Luis M.","Nefrología (Madrid); 34(3); 302-316","Nefrología (Madrid)","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952014000300005&lang=pt" 
"S0211-69952014000300017-esp","Hiperoxaluria primaria","Lorenzo, Víctor, Torres, Armando, Salido, Eduardo","Nefrología (Madrid); 34(3); 398-412","Nefrología (Madrid)","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952014000300017&lang=pt" 
"S0211-69952014000300002-esp","Estrategias perioperatorias de protección renal en el trasplante hepático","Guerrero-Domínguez, Rosana, López-Herrera Rodríguez, Daniel, Acosta-Martínez, Jesús, Bueno-Pérez, María, Jiménez, Ignacio","Nefrología (Madrid); 34(3); 276-284","Nefrología (Madrid)","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952014000300002&lang=pt" 
"S0211-69952014000300016-esp","Role of monoclonal antibodies in the treatment of immune-mediated glomerular diseases","Manrique, Joaquín, Cravedi, Paolo","Nefrología (Madrid); 34(3); 388-397","Nefrología (Madrid)","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952014000300016&lang=pt" 
