"S0102-36162014000100074-scl","Lipoma arborescente de joelho: relato de caso","Klein, Daniel Rodrigo","Revista Brasileira de Ortopedia; 49(1); 74-77","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100074&lang=pt" 
"S0102-36162014000100069-scl","Artroplastia total em quadris displásicos luxados com reconstrução acetabular e encurtamento femoral","Silva, Paulo, Oliveira, Leandro Alves de, Coelho, Danilo Lopes, Amaral, Rogério Andrade do, Rebello, Percival Rosa, Moraes, Frederico Barra de","Revista Brasileira de Ortopedia; 49(1); 69-73","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100069&lang=pt" 
"S0102-36162014000100062-scl","Efeito dos ácidos hialurônicos como condroprotetores em modelo experimental de osteoartrose","Oliveira, Marcello Zaia, Albano, Mauro Batista, Namba, Mario Massatomo, Cunha, Luiz Antônio Munhoz da, Gonçalves, Renan Rodrigues de Lima, Trindade, Edvaldo Silva, Andrade, Lucas Ferrari, Vidigal, Leandro","Revista Brasileira de Ortopedia; 49(1); 62-68","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100062&lang=pt" 
"S0102-36162014000100051-scl","Avaliação clínica e radiológica em médio prazo dos pacientes portadores de displasia do desenvolvimento do quadril submetidos a redução aberta, capsuloplastia e osteotomia de Salter","Rocha, Válney Luiz da, Marques, Guilherme Lima, Silva, Leonardo Jorge da, Bernardes, Tiago Augusto di Macedo, Moraes, Frederico Barra de","Revista Brasileira de Ortopedia; 49(1); 51-55","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100051&lang=pt" 
"S0102-36162014000100056-scl","Artrodese tibiotalocalcaneana com haste intramedular retrógrada: avaliação clínica e funcional de 29 pacientes","Caixeta, Thiago Barbosa, Calábria Júnior, Márcio Oliveira, Castro, Régis Vieira de, Martins, Jefferson Soares, Costa, Edegmar Nunes, Albieri, Alexandre Daher, Moraes, Frederico Barra de","Revista Brasileira de Ortopedia; 49(1); 56-61","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100056&lang=pt" 
"S0102-36162014000100017-scl","Análise do emprego do parafuso antirrotacional nos dispositivos cefalomedulares nas fraturas do fêmur proximal","Takano, Marcelo Itiro, Moraes, Ramon Candeloro Pedroso de, Almeida, Luis Gustavo Morato Pinto de, Queiroz, Roberto Dantas","Revista Brasileira de Ortopedia; 49(1); 17-24","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100017&lang=pt" 
"S0102-36162014000100044-scl","Transfusão sanguínea em artroplastia de quadril: a curva laboratorial hemática deve ser o único preditor da necessidade de transfusão?","Roth, Felipe, Birriel, Felipe Cunha, Barreto, Daniela Furtado, Boschin, Leonardo Carbonera, Gonçalves, Ramiro Zilles, Yépez, Anthony Kerbes, Silva, Marcelo Faria, Schwartsmann, Carlos Roberto","Revista Brasileira de Ortopedia; 49(1); 44-50","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100044&lang=pt" 
"S0102-36162014000100003-scl","Conceitos atuais sobre equilíbrio sagital e classificação da espondilólise e espondilolistese","Tebet, Marcos Antonio","Revista Brasileira de Ortopedia; 49(1); 3-12","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100003&lang=pt" 
"S0102-36162014000100037-scl","Avaliação dos resultados do uso do hialuronato de sódio intra-articular no pós-operatório da artroscopia do joelho","Pereira Junior, Ayrton de Paula, Fasolin, Ricardo Pozzi, Sossa, Felipe Ayusso Correa, Lira Neto, Ozorio de Almeida, Navarro, Marcelo Schmidt, Milani, Antonio","Revista Brasileira de Ortopedia; 49(1); 37-43","Revista Brasileira de Ortopedia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162014000100037&lang=pt" 
"S0100-736X2014000100015-scl","The role of B-mode ultrasonography in the musculoskeletal anatomical evaluation of the cervical region of the dog spine","Sarto, Cibely G., Hage, Maria Cristina F. N. S., Guimarães, Luciana D., Giglio, Robson F., Borges, Andréa P. B., Vulcano, Luiz C.","Pesquisa Veterinária Brasileira; 34(1); 91-97","Pesquisa Veterinária Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000100015&lang=pt" 
"S0100-736X2014000100016-scl","Genetic polymorphism of fifteen microsatellite loci in Brazilian (blue-egg Caipira) chickens","Fonteque, Graziela Vieira, Battilana, Jaqueline, Paludo, Ediane, Lima-Rosa, Carlos André da Veiga","Pesquisa Veterinária Brasileira; 34(1); 98-102","Pesquisa Veterinária Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000100016&lang=pt" 
