"S0370-44672014000100015-scl","Circulating load calculation in grinding circuits","Silva, André Carlos, Silva, Elenice Maria Schons, Rezende, Ricardo Antonio de","Rem: Revista Escola de Minas; 67(1); 101-106","Rem: Revista Escola de Minas","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100015&lang=pt" 
"S0100-83582014000100019-scl","Caracterização genética de amostras de Conyza sp. do estado do Paraná","Circunvis, B.C., Renesto, E., Mangolin, C.A., Machado, M.F.P.S., Takasusuki, M.C.C.R.","Planta Daninha; 32(1); 173-179","Planta Daninha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582014000100019&lang=pt" 
"S0370-44672014000100001-scl","","Coelho, Jório","Rem: Revista Escola de Minas; 67(1); 5-5","Rem: Revista Escola de Minas","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100001&lang=pt" 
"S0100-83582014000100005-scl","Phytosociological variability of weeds in soybean field","Santi, A.L., Bona, S.D., Lamego, F.P., Basso, C.J., Eitelwein, M.T., Cherubin, M.R., Kaspary, T.E., Ruchel, Q., Gallon, M.","Planta Daninha; 32(1); 39-49","Planta Daninha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582014000100005&lang=pt" 
"S0370-44672014000100005-scl","The effect of calcination conditions on the physical and chemical characteristics of sugar cane bagasse ash","Soares, Marcela Maira N. S., Poggiali, Flávia S. J., Bezerra, Augusto Cesar S., Figueiredo, Roberto B., Aguilar, Maria Teresa P., Cetlin, Paulo Roberto","Rem: Revista Escola de Minas; 67(1); 33-39","Rem: Revista Escola de Minas","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100005&lang=pt" 
"S0370-44672014000100004-scl","Flexural behavior of hybrid steel fiber reinforced self-consolidating concretes","Rambo, Dimas Alan Strauss, Silva, Flávio de Andrade, Toledo Filho, Romildo Dias","Rem: Revista Escola de Minas; 67(1); 27-32","Rem: Revista Escola de Minas","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100004&lang=pt" 
"S0370-44672014000100006-scl","Quantificação mineralógica de bauxita boehmítica por difração de raios X","Soares, Guilherme Augusto Batista, Costa, Geraldo Magela da, Avelar, Angela Nair","Rem: Revista Escola de Minas; 67(1); 41-46","Rem: Revista Escola de Minas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100006&lang=pt" 
"S0370-44672014000100008-scl","Particle disintegration of an important Brazilian manganese lump ore","Faria, Geraldo Lúcio, Jannotti, Nelson, Araújo, Fernando Gabriel da Silva","Rem: Revista Escola de Minas; 67(1); 55-60","Rem: Revista Escola de Minas","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100008&lang=pt" 
"S0370-44672014000100011-scl","Use of gravity separation in metals concentration from printed circuit board scraps","Veit, Hugo Marcelo, Juchneski, Nichele Cristina de Freitas, Scherer, Janine","Rem: Revista Escola de Minas; 67(1); 73-79","Rem: Revista Escola de Minas","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672014000100011&lang=pt" 
"S1646-69182014000100010-prt","Júlio Soares Leite","Cunha, Eduardo Xavier da","Revista Portuguesa de Cirurgia; (28); 57-59","Revista Portuguesa de Cirurgia","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-69182014000100010&lang=pt" 
"S1646-69182014000100011-prt","Agradecimento","Leite, Júlio Soares","Revista Portuguesa de Cirurgia; (28); 61-61","Revista Portuguesa de Cirurgia","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-69182014000100011&lang=pt" 
"S0100-83582014000100022-scl","Eficiência de herbicidas para a cultura do feijão-caupi","Silva, K.S., Freitas, F.C.L., Silveira, L.M., Linhares, C.S., Carvalho, D.R., Lima, M.F.P.","Planta Daninha; 32(1); 197-205","Planta Daninha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582014000100022&lang=pt" 
"S2237-60892014000100040-scl","Brazilian Portuguese version of the Patient Competency Rating Scale (PCRS-R-BR): semantic adaptation and validity","Zimmermann, Nicolle, Pereira, Ana Paula Almeida de, Fonseca, Rochele Paz","Trends in Psychiatry and Psychotherapy; 36(1); 40-51","Trends in Psychiatry and Psychotherapy","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892014000100040&lang=pt" 
"S1984-92302014000100010-scl","O Cooperativismo segundo o Direito e a Sociologia do Trabalho","Alcântara, Fernanda Henrique Cupertino","Organizações &amp; Sociedade; 21(68); 937-956","Organizações &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302014000100010&lang=pt" 
"S0100-83582014000100021-scl","Does the resistance to glyphosate herbicide affect the competitive ability of ryegrass with soybean?","Oliveira, C., Agostinetto, D., Vargas, L., Ávila, L.A., Tarouco, C.P.","Planta Daninha; 32(1); 189-196","Planta Daninha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582014000100021&lang=pt" 
"S0100-83582014000100020-scl","Resistance of Raphanus raphanistrum to the herbicide metsulfuron-methyl","Costa, L.O., Rizzardi, M.A.","Planta Daninha; 32(1); 181-187","Planta Daninha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582014000100020&lang=pt" 
"S0100-83582014000100007-scl","Effect of plant density and seed position on mother plant on physiological characteristic of cocklebur (Xanthium strumarium) seeds","Foroughi, A., Gherekhloo, J., Ghaderi-Far, F.","Planta Daninha; 32(1); 61-68","Planta Daninha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582014000100007&lang=pt" 
