"S0103-21002014000600539-scl","Riscos ocupacionais e adoecimento de trabalhadores em saúde mental","Fernandes, Márcia Astrês, Marziale, Maria Helena Palucci","Acta Paulista de Enfermagem; 27(6); 539-547","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000600539&lang=pt" 
"S0103-21002014000600533-scl","Fatores relacionados ao absenteísmo por doença entre trabalhadores de Enfermagem","Bargas, Eliete Boaventura, Monteiro, Maria Inês","Acta Paulista de Enfermagem; 27(6); 533-538","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000600533&lang=pt" 
"S0102-311X2014001202656-scl","Atividade física em trabalhadores de Centros de Atenção Psicossocial do Sul do Brasil: tendências temporais","Jerônimo, Jeferson Santos, Jardim, Vanda Maria da Rosa, Kantorski, Luciane Prado, Domingues, Marlos Rodrigues","Cadernos de Saúde Pública; 30(12); 2656-2668","Cadernos de Saúde Pública","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2014001202656&lang=pt" 
"S0103-21002014000600585-scl","Condições clínicas e comportamento de procura de cuidados de saúde pelo paciente renal crônico","Torchi, Thalita Souza, Araújo, Sílvia Teresa Carvalho de, Moreira, Alessandra Guimarães Monteiro, Koeppe, Giselle Barcellos Oliveira, Santos, Bruna Tavares Uchoa dos","Acta Paulista de Enfermagem; 27(6); 585-590","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000600585&lang=pt" 
"S0037-86822014000600728-scl","Species of the subfamily Triatominae Jeannel, 1919                     (Hemiptera: Reduviidae) present in the Collection of Chagas Disease                     Vectors (FIOCRUZ-COLVEC), State of Minas Gerais","Souza, Rita de Cássia Moreira de, Brito, Raissa Nogueira, Barbosa, Anatiele Borges, Diotaiuti, Liléia","Revista da Sociedade Brasileira de Medicina Tropical; 47(6); 728-738","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000600728&lang=pt" 
"S0037-86822014000600723-scl","Ecoepidemiology and biology of Eratyrus                         mucronatus Stål, 1859 (Hemiptera: Reduviidae:                     Triatominae), a sylvatic vector of Chagas disease in the Brazilian                     Amazon","Monte, Gersonval Leandro Silva, Tadei, Wanderli Pedro, Farias, Thaysa Marinho","Revista da Sociedade Brasileira de Medicina Tropical; 47(6); 723-727","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000600723&lang=pt" 
"S0037-86822014000600763-scl","The changing distribution of malaria in the Brazilian                     Amazon, 2003-2004 and 2008-2009","Duarte, Elisabeth Carmen, Ramalho, Walter Massa, Tauil, Pedro Luiz, Fontes, Cor Jésus Fernandes, Pang, Lorrin","Revista da Sociedade Brasileira de Medicina Tropical; 47(6); 763-769","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000600763&lang=pt" 
"S0103-21002014000600573-scl","Disfunção sexual e fatores associados relatados no período pós-parto","Holanda, Juliana Bento de Lima, Abuchaim, Erika de Sá Vieira, Coca, Kelly Pereira, Abrão, Ana Cristina Freitas de Vilhena","Acta Paulista de Enfermagem; 27(6); 573-578","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000600573&lang=pt" 
"S1413-82712014000300004-scl","Sobrecarga de familiares cuidadores de pacientes psiquiátricos: relação com assertividade","Bandeira, Marina, Tostes, Joanna Gonçalves de Andrade, Santos, Daniela Cristina Souza, Lima, Diego Costa, Oliveira, Marcos Santos de","Psico-USF; 19(3); 399-409","Psico-USF","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712014000300004&lang=pt" 
"S0036-36342014000600007-spa","Health impact assessment of decreases in PM10 and ozone concentrations in the Mexico City Metropolitan Area: A basis for a new air quality management program","Riojas-Rodríguez, Horacio, Álamo-Hernández, Urinda, Texcalac-Sangrador, José Luis, Romieu, Isabelle","Salud Pública de México; 56(6); 579-591","Salud Pública de México","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000600007&lang=pt" 
"S0036-36342014000600008-spa","Una década de monitoreo de plomo en sangre en niños escolares del área metropolitana de Monterrey, NL","Santos-Guzmán, Jesús, Madrigal-Ávila, Claudia, Hernández-Hernández, José Ascención, Mejía-Velázquez, Gerardo, Eraña-Rojas, Irma Elisa, Elizondo-Montemayor, Leticia, Villela, Luis","Salud Pública de México; 56(6); 592-602","Salud Pública de México","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000600008&lang=pt" 
"S0036-36342014000600009-spa","Self-rated health in Brazilian adults and elderly: Data from the National Household Sample Survey 2008","Höfelmann, Doroteia Aparecida, Garcia, Leila Posenato, de Freitas, Lúcia Rolim Santana","Salud Pública de México; 56(6); 603-611","Salud Pública de México","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000600009&lang=pt" 
"S0036-36342014000600012-spa","Riesgo potencial de parásitos zoonóticos presentes en heces caninas en Puerto Escondido, Oaxaca","Vélez-Hernández, León, Reyes-Barrera, Karen Lizbeth, Rojas-Almaráz, Daniela, Calderón-Oropeza, Mónica Alicia, Cruz-Vázquez, Julieta Karina, Arcos-García, José Luis","Salud Pública de México; 56(6); 625-630","Salud Pública de México","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000600012&lang=pt" 
"S0036-36342014000600016-spa","Listeriosis en México: importancia clínica y epidemiológica","Castañeda-Ruelas, Gloria, Eslava-Campos, Carlos, Castro-del Campo, Nohelia, León-Félix, Josefina, Chaidez-Quiroz, Cristóbal","Salud Pública de México; 56(6); 654-659","Salud Pública de México","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000600016&lang=pt" 
"S0036-36342014000600018-spa","Noticias de salud ambiental ehp-spm","","Salud Pública de México; 56(6); 666-681","Salud Pública de México","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000600018&lang=pt" 
"S0102-311X2014001302491-spa","Maternal smoking during pregnancy and birth defects in children: a systematic review with meta-analysis","Nicoletti, Dilvania, Appel, Leilane Droppa, Siedersberger Neto, Pedro, Guimarães, Gabriel Waihrich, Zhang, Linjie","Cadernos de Saúde Pública; 30(12); 2491-2529","Cadernos de Saúde Pública","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014001302491&lang=pt" 
"S0102-311X2014001302571-spa","Assessing ethical and social issues of transtelephonic electrocardiography (TTEGG) in Chile","Lamas, Eugenia, Miguel, Silvia, Muehlan, Holger, Schmidt, Silke, Salinas, Rodrigo A.","Cadernos de Saúde Pública; 30(12); 2571-2577","Cadernos de Saúde Pública","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014001302571&lang=pt" 
"S0102-311X2014001302578-spa","Factors associated with undernourishment among people 20 years old or over with HIV/AIDS, attending public health services in the São Paulo municipality, Brazil","Bassichetto, Katia Cristina, Bergamaschi, Denise Pimentel, Garcia, Vania Regina Salles, Veras, Maria Amélia de Sousa Mascena","Cadernos de Saúde Pública; 30(12); 2578-2586","Cadernos de Saúde Pública","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014001302578&lang=pt" 
