"S0370-41062013000300011-chl","Bandas amnióticas constrictivas y derivación oportuna: A propósito de 2 casos clínicos","MOROVIC I, CARMEN GLORIA, SEARLE F, SUSANA, VIDAL T, CLAUDIA","Revista chilena de pediatría; 84(3); 318-322","Revista chilena de pediatría","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062013000300011&lang=pt" 
"S0717-95022013000200030-chl","Antropometría del Yunque y Articulaciones Incudo-maleolar e Incudo-estapedial en Humanos: Un Estudio Anatómico Directo","Ramirez, Luis Miguel, Ballesteros, Luis Ernesto","International Journal of Morphology; 31(2); 539-545","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000200030&lang=pt" 
"S0370-41062013000300012-chl","Caso clínico-radiológico","GARCÍA P, DANIELA, GARCÍA B, CRISTIÁN","Revista chilena de pediatría; 84(3); 323-325","Revista chilena de pediatría","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062013000300012&lang=pt" 
"S0717-95022013000200007-chl","Histomorphometry of Preterm and Term Human Placentas","Zaidi, M. Tariq, Arshad, Mohd, Vasenwala, S. M, Faruqi, Nafis A, Khan, Aijaz A, Khan, Sumbul","International Journal of Morphology; 31(2); 409-413","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000200007&lang=pt" 
"S0718-34292013000200017-chl","La quinua (Chenopodium quinoa Willd), un tesoro andino para el mundo","Delatorre-Herrera, José, Sánchez, M, Delfino, I, Oliva, M.I","Idesia (Arica); 31(2); 111-114","Idesia (Arica)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292013000200017&lang=pt" 
"S0717-95022013000200035-chl","Rare Case of Bilateral Gemination in Deciduous Teeth","Barbério, Gabriel Salles, da Costa, Soraia Veloso, Rios, Daniela, de Oliveira, Thais Marchini, Machado, Maria Aparecida de Andrade Moreira","International Journal of Morphology; 31(2); 575-577","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000200035&lang=pt" 
"S0185-25232013000100010-mex","Presencias y miradas del cuerpo en la Nueva España","Pastor, Marialba","Estudios de historia novohispana; (48); 247-254","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100010&lang=pt" 
"S0185-25232013000100009-mex","La disputa por las almas: Las órdenes religiosas en Campeche, siglo XVIII","Lara Cisneros, Gerardo","Estudios de historia novohispana; (48); 240-247","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100009&lang=pt" 
"S0185-25232013000100008-mex","La nueva nobleza titulada de España y América en el siglo XVIII (1701 -1746): Entre el mérito y la venalidad","Sanchiz Ruiz, Javier","Estudios de historia novohispana; (48); 233-240","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100008&lang=pt" 
"S0185-25232013000100003-mex","Los mineros novohispanos solían acabar en la ruina: Un caso de imprudencia personal y desmesura administrativa","Altable, Francisco","Estudios de historia novohispana; (48); 85-121","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100003&lang=pt" 
"S0185-25232013000100002-mex","El trabajo en las minas de Guanajuato durante la segunda mitad del siglo XVIII","Villalba Bustamante, Margarita","Estudios de historia novohispana; (48); 35-83","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100002&lang=pt" 
"S0185-25232013000100001-mex","La reforma de las cofradías en el siglo XVIII: Nueva España y Sevilla en comparación","Carbajal López, David","Estudios de historia novohispana; (48); 3-34","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100001&lang=pt" 
"S0185-25232013000100007-mex","Redes y negocios globales en el mundo ibérico, siglos XVI-XVIII","Mijares Ramírez, Ivonne","Estudios de historia novohispana; (48); 225-233","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100007&lang=pt" 
"S0185-25232013000100006-mex","Urdaneta novohispano: la inserción del mundo hispano en Asia","Souto Mantecón, Matilde","Estudios de historia novohispana; (48); 215-225","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100006&lang=pt" 
"S0185-25232013000100005-mex","La Inquisición de México y la calificación del Árbol de la ciencia de Ramon Llull (1665-1669)","Ramis Barceló, Rafael","Estudios de historia novohispana; (48); 190-214","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100005&lang=pt" 
"S0185-25232013000100004-mex","Las huertas y la vid: El vino y el chinguirito en la villa de Aguascalientes a fines de la época virreinal","Gómez Serrano, Jesús","Estudios de historia novohispana; (48); 123-187","Estudios de historia novohispana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-25232013000100004&lang=pt" 
"S2007-11322013000300012-mex","Efecto de la ganadería en la composición y diversidad arbórea y arbustiva del matorral espinoso tamaulipeco","Mora Donjuán, Carlos Alberto, Jiménez Pérez, Javier, Alanís Rodríguez, Eduardo, Rubio Camacho, Ernesto Alonso, Yerena Yamallel, José Israel, González Tagle, Marco Aurelio","Revista mexicana de ciencias forestales; 4(17); 124-137","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300012&lang=pt" 
"S2007-11322013000300013-mex","Retorno potencial de nutrimentos por componentes secundarios de la hojarasca en comunidades vegetales de Nuevo León","Cantú Silva, Israel, Sánchez Castillo, Laura Rosa Margarita, González Rodríguez, Humberto, Kubota, Tetsuya, Gómez Meza, Marco Vinicio, Domínguez Gómez, Tilo Gustavo","Revista mexicana de ciencias forestales; 4(17); 138-155","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300013&lang=pt" 
"S2007-11322013000300010-mex","Caracterización del suelo en colonias de Cynomys mexicanus Merriam, 1892 en el noroeste de México","Pando Moreno, Marisela, Reyna, Laura, Scott, Laura, Jurado, Enrique","Revista mexicana de ciencias forestales; 4(17); 98-105","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300010&lang=pt" 
"S2007-11322013000300016-mex","Degradación de la hojarasca en sitios con vegetación primaria y secundaria del matorral espinoso tamaulipeco","Marmolejo Moncivais, José G., Cantú Ayala, César M., Gutiérrez Suárez, Michelle A.","Revista mexicana de ciencias forestales; 4(17); 174-181","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300016&lang=pt" 
"S2007-11322013000300017-mex","Factores de calidad de la semilla de chile silvestre (Capsicum annuum L. var. glabriusculum)","Villalón Mendoza, Horacio, Medina Martínez, Teodoro, Ramírez Meráz, Moisés","Revista mexicana de ciencias forestales; 4(17); 182-187","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300017&lang=pt" 
"S2007-11322013000300014-mex","Germinación de especies del matorral espinoso tamaulipeco en un gradiente de altitud","Pérez-Domínguez, Regina, Jurado, Enrique, González-Tagle, Marco A., Flores, Joel, Aguirre-Calderón, Oscar A., Pando-Moreno, Marisela","Revista mexicana de ciencias forestales; 4(17); 156-163","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300014&lang=pt" 
"S2007-11322013000300011-mex","Diversidad estructural del matorral espinoso tamaulipeco durante las épocas seca y húmeda","Domínguez Gómez, Tilo Gustavo, González Rodríguez, Humberto, Ramírez Lozano, Roque Gonzalo, Estrada Castillón, Andrés Eduardo, Cantú Silva, Israel, Gómez Meza, Marco Vinicio, Villarreal Quintanilla, José Ángel, Alvarado, María del Socorro, Alanís Flores, Glafiro","Revista mexicana de ciencias forestales; 4(17); 106-122","Revista mexicana de ciencias forestales","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322013000300011&lang=pt" 
