"S0036-36342007000400002-spa","Niveles de control de la presión arterial en pacientes ambulatorios ancianos","Cárdenas-Ibarr, Lilia, Salinas-Martínez, Ricardo, Villarreal Pérez, Jesús Zacarías","Salud Pública de México; 49(4); 246-247","Salud Pública de México","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342007000400002&lang=pt" 
"S0036-36342007000400011-spa","Evaluación de la exposición a selenio en Los Altos de Jalisco, México","Hurtado-Jiménez, Roberto, Gardea-Torresdey, Jorge","Salud Pública de México; 49(4); 312-315","Salud Pública de México","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342007000400011&lang=pt" 
"S0036-36342007000400012-spa","Review of health research on indigenous populations in Latin America, 1995-2004","San Sebastián, Miguel, Hurtig, Anna-Karin","Salud Pública de México; 49(4); 316-320","Salud Pública de México","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342007000400012&lang=pt" 
"S0120-56092007000200016-col","Evaluación de la innovación tecnológica de las mipymes colombianas: Parte 2: problemática y retos de la innovación","Torres, Luz Marina, Castellanos, Oscar Fernando, Salgado, César Alberto","Ingeniería e Investigación; 27(2); 114-121","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200016&lang=pt" 
"S0120-56092007000200014-col","Estudio de la degradación térmica de poli(alcohol vinílico) mediante termogravimetría y termogravimetría diferencial","Barrera, Julián Esteban, Rodríguez, John Alexander, Perilla, Jairo Ernesto, Algecira, Néstor Arial","Ingeniería e Investigación; 27(2); 100-105","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200014&lang=pt" 
"S0120-56092007000200015-col","Metaheurísticas aplicadas al ruteo de vehículos: Un caso de estudio. Parte 3: Genetic Clustering and Tabu Routing","González-Vargas, Guillermo, González Aristizábal, Felipe","Ingeniería e Investigación; 27(2); 106-113","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200015&lang=pt" 
"S0120-56092007000200012-col","Determinación de variables de ajuste para la racionalización de un diseño de operación de flota en transporte público colectivo de pasajeros","Flórez Valero, Carlos Fabian, Jiménez Póveda, Pedro Luís","Ingeniería e Investigación; 27(2); 85-91","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200012&lang=pt" 
"S0120-56092007000200013-col","Influencia de la no linealidad de material en las deflexiones inmediatas de vigas de concreto reforzado","Gómez Cassab, Alexander, Lizarazo Marriaga, Juan Manuel","Ingeniería e Investigación; 27(2); 92-99","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200013&lang=pt" 
"S0120-56092007000200010-col","La evaluación colaborativa como mecanismo de mejora en los procesos de evaluación del aprendizaje en un aula de clase","Collazos, César Alberto, Ochoa, Sergio F., Mendoza, Jair","Ingeniería e Investigación; 27(2); 72-76","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200010&lang=pt" 
"S0120-56092007000200011-col","Modelamiento, estabilidad e implicaciones biomecánicas de la caminata bípeda pasiva con tres grados de libertad","Roa, Máximo Alejandro, Villegas, Camilo, Garzón-Alvarado, Diego Alexander","Ingeniería e Investigación; 27(2); 77-84","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200011&lang=pt" 
"S0120-56092007000200001-col","Determinación experimental del coeficiente de rigidez del bagazo","Arzola de la Peña, Nelson","Ingeniería e Investigación; 27(2); 5-10","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200001&lang=pt" 
"S0120-56092007000200003-col","Comportamiento de los conectores de cortante tipo tornillo de resistencia grado dos para una sección compuesta con concreto de 28 MPa","Larrañaga Rubio, Sherley, Molina Herrera, Maritzabel","Ingeniería e Investigación; 27(2); 18-25","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200003&lang=pt" 
"S0120-56092007000200002-col","Modelo predictivo de combustión de mezclas de gas natural en motores de encendido por chispa (MECH)","Espinoza, Henry, Patino, Luís, González, Yordy, Irving, Lezama","Ingeniería e Investigación; 27(2); 11-17","Ingeniería e Investigación","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092007000200002&lang=pt" 
