"S1516-18462011000600009-scl","Reconhecimento de sentenças no ruído, em campo livre, em indivíduos com e sem perda auditiva","Henriques, Marília Oliveira, Costa, Maristela Julio","Revista CEFAC; 13(6); 1040-1047","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600009&lang=pt" 
"S1516-18462011000600012-scl","Relação entre capacidade vital, tempos máximos de fonação de /e/ emitido de forma áfona, de /s/ e estatura em mulheres adultas","Miglioranzi, Shanna Lara, Cielo, Carla Aparecida, Siqueira, Márcia do Amaral","Revista CEFAC; 13(6); 1066-1072","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600012&lang=pt" 
"S1516-18462011000600010-scl","O Efeito da lateralidade em teste de fala no ruído em normo-ouvintes","Becker, Karine Thaís, Costa, Maristela Julio, Lautenschlager, Larissa, Schuster, Larissa Cristina, Hennig, Tais Regina, Tochetto, Tania Maria","Revista CEFAC; 13(6); 1048-1055","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600010&lang=pt" 
"S1516-18462011000600004-scl","Iniciativas de comunicação na interação entre crianças com distúrbios do espectro autístico e suas mães: análise pragmática","Brito, Maria Cláudia, Misquiatti, Andréa Regina Nunes","Revista CEFAC; 13(6); 993-1001","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600004&lang=pt" 
"S1516-18462011000600017-scl","Sequelas bucais da radioterapia de cabeça e pescoço","Freitas, Daniel Antunes, Caballero, Antonio Diaz, Pereira, Mayane Moura, Oliveira, Stephany Ketllin Mendes, Silva, Gracielle Pinho E, Hernández, Clara Inés Vergara","Revista CEFAC; 13(6); 1103-1108","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600017&lang=pt" 
"S1516-18462011000600020-scl","Avaliações acústica e perceptiva de fala nos processos de dessonorização de obstruintes","Souza, Ana Paula Ramos de, Scott, Lisiane Collares, Mezzomo, Carolina Lisbôa, Dias, Roberta Freitas, Giacchini, Vanessa","Revista CEFAC; 13(6); 1127-1132","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600020&lang=pt" 
"S1516-18462011000600016-scl","Há relação de hábitos orais deletérios com a tipologia facial e a oclusão dentária?","Johanns, Cinthia Mara, Silvério, Kelly, Furkim, Ana Maria, Marchesan, Irene","Revista CEFAC; 13(6); 1095-1102","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600016&lang=pt" 
"S1516-18462011000600021-scl","Programa de saúde vocal para educadores: ações e resultados","Dragone, Maria Lúcia Oliveira Suzigan","Revista CEFAC; 13(6); 1133-1143","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600021&lang=pt" 
"S1516-18462011000600007-scl","Promoção da saúde e ações fonoaudiológicas em educacão infantil","Mendonça, Júlia Escalda, Lemos, Stela Maris Aguiar","Revista CEFAC; 13(6); 1017-1030","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600007&lang=pt" 
"S1516-18462011000600013-scl","Avaliação eletroglotográfica de mulheres disfônicas com lesão de massa","Mourão, Aline Mansueto, Bassi, Iara Barreto, Gama, Ana Cristina Côrtes","Revista CEFAC; 13(6); 1073-1080","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600013&lang=pt" 
"S1516-18462011000600015-scl","Caracterização das funções estomatognáticas e disfunções temporomandibulares pré e pós cirurgia ortognática e reabilitação fonoaudiológica da deformidade dentofacial classe II esquelética","Pereira, Juliana Bartolomucci Angeli, Bianchini, Esther Mandelbaum Gonçalves","Revista CEFAC; 13(6); 1086-1094","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000600015&lang=pt" 
