"S1726-46342012000100036-spa","Manejo empírico de las adicciones en el Perú","Nizama-Vía, Ayar, Nizama-Valladolid, Martín","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 167-167","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100036&lang=pt" 
"S1726-46342012000100035-spa","Conocimientos de los profesionales de la salud para la atención de personas con problemas de alcohol y violencia familiar","Cutipé, Yuri, Mendoza, María, Velásquez, Walter, Arellano, César, Arévalo, Mercedes, Paye, Nancy, Leguía, Gloria","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 165-166","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100035&lang=pt" 
"S1726-46342012000100002-spa","Los problemas de la violencia y las adicciones en el contexto peruano","Fiestas, Fabián","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 09-11","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100002&lang=pt" 
"S1726-46342012000100034-spa","Violencia contra médicos: un problema por considerar en la investigación de recursos humanos en salud","Tuya-Figueroa, Ximena, Mezones-Holguín, Edward","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 164-165","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100034&lang=pt" 
"S1726-46342012000100033-spa","Hepatitis B en donantes de sangre de un hospital en Apurímac, Perú","Ramírez-Soto, Max Carlos, Huichi-Atamari, Milagros","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 163-164","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100033&lang=pt" 
"S1726-46342012000100032-spa","Caracterización morfológica de microfilarias atípica y Ozzardi del género mansonella","Arróspide, Nancy, Adami, Yara L., Gutiérrez, Sonia, Vargas, Javier","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 161-163","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100032&lang=pt" 
"S1726-46342012000100015-spa","Violencia y adicciones: problemas de salud pública","Cueva, Gloria","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 99-103","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100015&lang=pt" 
"S1726-46342012000100014-spa","Prueba molecular Genotype® MTBDRplus, una alternativa para la detección rápida de tuberculosis multidrogorresistente","Asencios, Luis, Galarza, Marco, Quispe, Neyda, Vásquez, Lucy, Leo, Elena, Valencia, Eddy, Ramírez, Juan, Acurio, Margoth, Salazar, Rosario, Mendoza -Ticona, Alberto, Cáceres, Omar","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 92-98","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100014&lang=pt" 
"S1726-46342012000100013-spa","Asociación entre tuberculosis infantil grave e inmunización previa con BCG en un hospital de referencia nacional, Perú 1990-2000","Llanos-Tejada, Félix, del Castillo, Hernán","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 87-91","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100013&lang=pt" 
"S1726-46342012000100012-spa","Niveles de resistencia a quinolonas y otros antimicrobianos en cepas de Escherichia coli comensales en niños de la zona periurbana de Lima, Perú","Pons, María J., Mosquito, Susan, Ochoa, Theresa J., Vargas, Martha, Molina, Margarita, Lluque, Angela, Gil, Ana I., Ecker, Lucie, Barletta, Francesca, Lanata, Claudio F., Del Valle, Luis J., Ruiz, Joaquim","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 82-86","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100012&lang=pt" 
"S1726-46342012000100031-spa","Aplicación de pruebas rápidas para el diagnóstico de sífilis en zonas rurales","Calderon-Anyosa, Renzo, Ponce, Oscar J., Tapia-Tapia, J. Carlos, García, Patricia J.","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 160-161","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100031&lang=pt" 
"S1726-46342012000100030-spa","Pacientes hospitalizados y el grado de conocimientos sobre su enfermedad","Málaga, Germán, Kanashiro-Azabache, Koey, Jiménez-Viñas, Carlos, Barrionuevo, Patricia","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 159-160","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100030&lang=pt" 
"S1726-46342012000100029-spa","Diferencias en la detección de anemia en la altura según la Organización Mundial de la Salud: réplica de autores","Gonzales, Gustavo F.","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 158-159","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100029&lang=pt" 
"S1726-46342012000100027-spa","Sobredemanda del campo clínico para estudiantes de Medicina","Montenegro-Idrogo, Juan J., Montañez- Valverde, Raúl, Sánchez-Tonohuye, Julio","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 155-157","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100027&lang=pt" 
"S1726-46342012000100025-spa","Comentarios al artículo &quot;Ética e Investigación&quot;","Gonorazky, Sergio Eduardo","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 153-154","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100025&lang=pt" 
"S1726-46342012000100022-spa","La piedra de la locura: inicios históricos de la salud mental","Salaverry, Oswaldo","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 143-148","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100022&lang=pt" 
"S1726-46342012000100018-spa","Acceso y usabilidad de medicamentos: propuesta para una definición operacional","Oscanoa, Teodoro J.","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 119-126","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100018&lang=pt" 
"S1726-46342012000100024-spa","Comentarios al artículo Ética e Investigación","Arce, Rodrigo, Collado, Hernán, López, María Elena, Muller, Andrés de, Sierra, Rafaela, Zamora, Carlos","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 151-153","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100024&lang=pt" 
"S1726-46342012000100020-spa","Presentación atípica de piomiositis tropical difusa de psoas por Staphylococcus aureus meticilino resistente","Ticse, Ray, Melgarejo, Weymar, Fuentes-Dávila, Alfredo, Ortíz, Jesús, Zegarra, Jaime","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 135-138","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100020&lang=pt" 
"S1726-46342012000100021-spa","Lesiones traumáticas recientes en casos de violencia familiar","Pacheco, José, Díaz, Noelia, de La Cruz, Nancy","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 139-142","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100021&lang=pt" 
"S1726-46342012000100023-spa","Comentarios al artículo &quot;Ética e Investigación&quot;","Garrafa, Volnei, Homedes, Nuria, Ugalde, Antonio","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 149-151","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100023&lang=pt" 
"S1726-46342012000100026-spa","Comentarios al artículo &quot;Ética e Investigación&quot;: réplica de autores","Zavala, Salomón, Alfaro-Mantilla, Julio","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 154-155","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100026&lang=pt" 
"S1726-46342012000100001-spa","Revista Peruana de Medicina Experimental y Salud Pública: 70 años cumpliendo sus metas y proyectándose al futuro","Burstein, Zuño, Cabezas, César","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 06-08","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100001&lang=pt" 
"S1134-928X2012000100008-esp","Prevención de úlceras por presión y lesiones musculoesqueléticas: paciente con ictus","Luque Moreno, Carlos, Peña Salinas, Marta, Rodríguez Pappalardo, Fátima, López Rodríguez, Luis","Gerokomos; 23(1); 42-46","Gerokomos","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2012000100008&lang=pt" 
"S1726-46342012000100028-spa","Diferencias en la detección de anemia en la altura según la Organización Mundial de la Salud","Loza, Javier, Dulanto, Augusto, Paz-Marchena, Aldo, Málaga, Germán, Ticse, Ray","Revista Peruana de Medicina Experimental y Salud Pública; 29(1); 157-158","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342012000100028&lang=pt" 
"S1982-21702012000100001-scl","Cadastro Territorial Multifinalitário: dados e problemas de implementação do convencional ao 3D e 4D","Paixão, Silvane K. S., Nichols, Sue, Carneiro, Andrea F.T.","Boletim de Ciências Geodésicas; 18(1); 3-21","Boletim de Ciências Geodésicas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702012000100001&lang=pt" 
"S1982-21702012000100002-scl","Comparación de anomalías de gravedad derivadas de altimetría satelital con datos de gravedad marina en el margen continental Argentino","Marchi, Ana Carolina Pedraza De, Tocho, Claudia, Ghidella, Marta","Boletim de Ciências Geodésicas; 18(1); 22-39","Boletim de Ciências Geodésicas","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702012000100002&lang=pt" 
"S1982-21702012000100003-scl","Orientação exterior de um par estereoscópico Ikonos II com base no modelo não-rigoroso DLT","Dias, Sydney de Oliveira, Mitishitai, Edson Aparecido, Dalmolin, Quintino","Boletim de Ciências Geodésicas; 18(1); 40-62","Boletim de Ciências Geodésicas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702012000100003&lang=pt" 
"S1982-21702012000100004-scl","Centro de Análise Sirgas - IBGE: novas estratégias de processamento e combinação, e a influência da mudança do referencial global nos resultados","Costa, Sonia Maria Alves, Silva, Alberto Luis Da, Lima, Marco Aurélio De Almeida, Moura Júnior, Newton José De","Boletim de Ciências Geodésicas; 18(1); 63-85","Boletim de Ciências Geodésicas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702012000100004&lang=pt" 
