"S0718-40262012000400002-chl","Lesiones intraorales de glándulas salivales menores","MATAMALA S, MARÍA ANGÉLICA, GONZÁLEZ P, MIGUEL, ROSSEL D, GONZALO, NIEME S, CONSTANZA","Revista chilena de cirugía; 64(4); 335-340","Revista chilena de cirugía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262012000400002&lang=pt" 
"S0718-40262012000400003-chl","Adrenalectomía laparoscópica en patología benigna","HOUSARI M, GADA, PÉREZ DE O, JOAQUÍN, GONZÁLEZ Z, MARIANA, LATORRE M, LUCÍA, TORTOLERO G, LAURA, SANJUANBENITO D, ALFONSO, LOBO M, EDUARDO","Revista chilena de cirugía; 64(4); 341-345","Revista chilena de cirugía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262012000400003&lang=pt" 
"S0718-40262012000400004-chl","Resultados del tratamiento de Ia hidatidosis pulmonar complicada y no complicada","JANS B, JAIME, BÓRQUEZ M, PABLO, MARAMBIO G, ANDRÉS, MANOLI S, PAULA, HOLLSTEIN G, ALEJANDRO, ZARGES T, PABLO","Revista chilena de cirugía; 64(4); 346-351","Revista chilena de cirugía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262012000400004&lang=pt" 
"S0718-40262012000400005-chl","Técnica quirúrgica y resultados a corto plazo de Ia hernioplastía incisional intraperitoneal abierta","BELTRÁN S, MARCELO A, JARAMILLO R, LUIS IVÁN, LARRAÍN T, CRISTÓBAL, MÉNDEZ R, PEDRO ERNESTO, OLIVA S, JUAN, CONTRERAS G, MARIO A, TAPIA L, RODRIGO, CORTÉS F, VÍCTOR J, CRUCES B, KARINA S","Revista chilena de cirugía; 64(4); 352-360","Revista chilena de cirugía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262012000400005&lang=pt" 
"S0718-40262012000400007-chl","Drenaje laparoscópico de Ia diverticulitis aguda complicada Hinchey II y III","CASELLI M, GINO, INOSTROZA L, GONZALO, SILVA C, CRISTÓBAL, URREJOLA S, GONZALO, ZÚÑIGA D, ALVARO, MOLINA R, MARÍA ELENA, BELLOLIO R, FELIPE, PINEDO M, GEORGE","Revista chilena de cirugía; 64(4); 368-372","Revista chilena de cirugía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262012000400007&lang=pt" 
"S0718-40262012000400010-chl","Colitis fulminante asociada a Clostridium difficile","BANNURA C, GUILLERMO, ROSS R, GONZALO, GABLER N, FERNANDO, ESPERGUEL G, CARLOS","Revista chilena de cirugía; 64(4); 383-386","Revista chilena de cirugía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262012000400010&lang=pt" 
"S0036-36342012000400001-spa","Baja cobertura de vacunación en niños y niñas migrantes indígenas","Bárcenas-López, Rosa Mirelle, Curiel-Reyes, Rafael, Caballero-Hoyos, Ramiro, Villaseñor Sierra, Alberto","Salud Pública de México; 54(4); 361-362","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400001&lang=pt" 
"S0036-36342012000400005-spa","Verificación de los ciclos de esterilización de los consultorios dentales en San Luis Potosí, México","Patiño-Marín, Nuria, Loyola-Rodríguez, Juan Pablo, Zavala-Alonso, Norma Verónica, Martínez-Castañón, Gabriel Alejandro, Medina-Solís, Carlo Eduardo, Castillo-Hernández, Jesús, García-Chávez, Erika","Salud Pública de México; 54(4); 365-366","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400005&lang=pt" 
"S0036-36342012000400014-spa","The effects of social networks on tobacco use among high-school adolescents in Mexico","Ramírez-Ortiz, Guadalupe, Caballero-Hoyos, Ramiro, Ramírez-López, Guadalupe, Valente, Thomas W","Salud Pública de México; 54(4); 433-441","Salud Pública de México","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400014&lang=pt" 
"S0036-36342012000400004-spa","Influenza A H1N1 en pacientes pediátricos en un hospital universitario","Benavides Roldán, Santiago, Martínez Longoria, César Adrián, Rosales Solís, Gloria María, Duncan Duncan, Mishka Alicia, Treviño Garza, Consuelo, De la O Cavazos, Manuel Enrique","Salud Pública de México; 54(4); 364-365","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400004&lang=pt" 
"S0036-36342012000400002-spa","Prevalencia de acoso escolar (bullying) en estudiantes de una secundaria pública","Avilés-Dorantes, Diana Socorro, Zonana-Nacach, Abraham, Anzaldo-Campos, María Cecilia","Salud Pública de México; 54(4); 362-363","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400002&lang=pt" 
"S0036-36342012000400009-spa","Subregistro de defunciones de menores y certificación de nacimiento en una muestra representativa de los 101 municipios con más bajo índice de desarrollo humano en México","Hernández, Bernardo, Ramírez-Villalobos, Dolores, Duarte, María Beatriz, Corcho, Alexander, Villarreal, Gabriela, Jiménez, Aline, Torres, Luis Manuel","Salud Pública de México; 54(4); 393-400","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400009&lang=pt" 
"S0036-36342012000400007-spa","Evaluation of the psychometric performance of the SCOFF questionnaire in a Mexican young adult sample","Sánchez-Armass, Omar, Drumond-Andrade, Flavia Cristina, Wiley, Angela R, Raffaelli, Marcela, Aradillas-García, Celia","Salud Pública de México; 54(4); 375-382","Salud Pública de México","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400007&lang=pt" 
"S0036-36342012000400006-spa","Neighborhood socio-environmental vulnerability and infant mortality in Hermosillo, Sonora","Lara-Valencia, Francisco, Álvarez-Hernández, Gerardo, Harlow, Siobán D, Denman, Catalina, García-Pérez, Hilda","Salud Pública de México; 54(4); 367-374","Salud Pública de México","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400006&lang=pt" 
"S0036-36342012000400003-spa","Suicidio en adolescentes de Sudamérica: un problema creciente","Vera-Romero, Óscar E, Díaz-Vélez, Cristian","Salud Pública de México; 54(4); 363-364","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000400003&lang=pt" 
"S1415-43662012000800001-scl","Irrigação localizada subsuperfical: gotejador convencional e novo protótipo","Souza, Wanderley de J., Botrel, Tarlei A., Coelho, Rubens D., Nova, Nilson A. V.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(8); 811-819","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000800001&lang=pt" 
"S1415-43662012000800002-scl","Crescimento e estado nutricional de helicônia irrigada com água residuária tratada em casa de vegetação","Santos, Olívia S. N., Paz, Vital P. da S., Gloaguen, Thomas V., Teixeira, Marcelo B., Fadigas, Francisco de S., Costa, João A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(8); 820-827","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000800002&lang=pt" 
"S1415-43662012000800003-scl","Variabilidade espacial de atributos físicos em solos de vale aluvial no semiárido de Pernambuco","Santos, Karla S., Montenegro, Abelardo A. A., Almeida, Brivaldo G. de, Montenegro, Suzana M. G. L., Andrade, Tafnes da S., Fontes Júnior, Robertson V. de P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(8); 828-835","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000800003&lang=pt" 
"S1415-43662012000800004-scl","Cultivares de trigo submetidas a déficit hídrico no início do florescimento, em casa de vegetação","Santos, Diego dos, Guimarães, Vandeir F., Klein, Jeferson, Fioreze, Samuel L., Macedo Júnior, Eurides K.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(8); 836-842","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000800004&lang=pt" 
"S1415-43662012000800006-scl","Fator de desacoplamento em um canavial irrigado no submédio do Vale do São Francisco","Silva, Thieres G. F. da, Zolnier, Sérgio, Moura, Magna S. B. de, Carmo, José F. A. do, Ribeiro, Aristides","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(8); 849-857","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000800006&lang=pt" 
"S1415-43662012000800007-scl","Microclimate under different shading screens in greenhouses cultivated with bromeliads","Holcman, Ester, Sentelhas, Paulo C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(8); 858-863","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000800007&lang=pt" 
