"S0102-311X2015001202469-scl","Chegou a hora de dizer adeus","Carvalho, Marilia Sá, Coeli, Cláudia Medina, Lima, Luciana Dias de","Cadernos de Saúde Pública; 31(12); 2469-2470","Cadernos de Saúde Pública","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015001202469&lang=pt" 
"S0864-34662015000400013-spa","Un insulto al decoro","ROJAS OCHOA, FRANCISCO","Revista Cubana de Salud Pública; 41(4); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000400013&lang=pt" 
"S0104-92242015000400381-scl","O Valor de um Artigo","d’Oliveira, Ana Sofia Clímaco Monteiro","Soldagem &amp; Inspeção; 20(4); 381-382","Soldagem &amp; Inspeção","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-92242015000400381&lang=pt" 
"S0717-92272015000400001-chl","Sonepsyn en los tiempos actuales","Risco N, Luis","Revista chilena de neuro-psiquiatría; 53(4); 219-220","Revista chilena de neuro-psiquiatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272015000400001&lang=pt" 
"S0718-80722015000200008-chl","Contratos especiales","de la Maza Gazmuri, Iñigo","Revista chilena de derecho privado; (25); 217-222","Revista chilena de derecho privado","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722015000200008&lang=pt" 
"S0864-34662015000400001-spa","Salud pública, medicina natural y tradicional y la economía de los recursos","LÓPEZ PUIG, PEDRO","Revista Cubana de Salud Pública; 41(4); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000400001&lang=pt" 
"S0102-311X2015001202471-scl","A política social brasileira em tempos de crise: na rota de um modelo social liberal privado?","Viana, Ana Luiza d’Ávila, Silva, Hudson Pacifico da","Cadernos de Saúde Pública; 31(12); 2471-2474","Cadernos de Saúde Pública","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015001202471&lang=pt" 
"S0718-80722015000200011-chl","Derecho de familia, sucesorio y regímenes matrimoniales","Espada Mallorquín, Susana","Revista chilena de derecho privado; (25); 257-268","Revista chilena de derecho privado","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722015000200011&lang=pt" 
"S0864-34662015000400011-spa","Educación diabetológica, adherencia terapéutica y proveedores de salud","Casanova Moreno, María de la Caridad, Bayarre Vea, Héctor Demetrio, Navarro Despaigne, Daysi Antonia, Sanabria Ramos, Giselda, Trasancos Delgado, Maricela","Revista Cubana de Salud Pública; 41(4); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000400011&lang=pt" 
"S0864-34662015000400003-spa","Evaluación del clima organizacional en un centro de rehabilitación y educación especial","Fernández Argüelles, Rogelio, Cobos Díaz, Perla Anahí, Figueroa Varela, María del Rocío","Revista Cubana de Salud Pública; 41(4); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000400003&lang=pt" 
"S0718-58392015000500014-chl","Effects of straw mulching on maize photosynthetic characteristics and rhizosphere soil micro-ecological environment","Zhang, Xiangqian, Qian, Yiliang, Cao, Chengfu","Chilean journal of agricultural research; 75(4); 481-487","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000500014&lang=pt" 
"S0034-71672015000601103-scl","Incubadora de Aprendizagem: ferramenta indutora do empreendedorismo na Enfermagem","Backes, Dirce Stein, Obem, Marielle Kulakowski, Pereira, Simone Barbosa, Gomes, Carine Alves, Backes, Marli Terezinha Stein, Erdmann, Alacoque Lorenzini","Revista Brasileira de Enfermagem; 68(6); 1103-1108","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000601103&lang=pt" 
"S0034-71672015000600999-scl","Tecnologias em saúde para análise espacial e diagnóstico situacional dos territórios: contribuições para a enfermagem","Arcêncio, Ricardo Alexandre","Revista Brasileira de Enfermagem; 68(6); 999-1000","Revista Brasileira de Enfermagem","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000600999&lang=pt" 
"S0718-80722015000200013-chl","Derecho de Consumo","Momberg Uribe, Rodrigo","Revista chilena de derecho privado; (25); 279-287","Revista chilena de derecho privado","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722015000200013&lang=pt" 
"S0034-71672015000601013-scl","Da frustração ao enfrentamento do cuidado para a morte por técnicos de enfermagem","Beraldo, Lívia Maria, Almeida, Débora Vieira de, Bocchi, Silvia Cristina Mangini","Revista Brasileira de Enfermagem; 68(6); 1013-1019","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000601013&lang=pt" 
"S0034-71672015000601122-scl","Resíduos de serviços de saúde em serviço de atendimento pré-hospitalar móvel","Mendes, Adriana Aparecida, Veiga, Tatiane Bonametti, Ribeiro, Tânia Márcia Lopes, André, Silvia Carla da Silva, Macedo, Juice Ishie, Penatti, Juliana Trebi, Takayanagui, Angela Maria Magosso","Revista Brasileira de Enfermagem; 68(6); 1122-1129","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000601122&lang=pt" 
