"S1316-37012007000200008-ven","Cotidianidad y violencia basada en género claves epistemológicas","González Moreno, María Cristina, Delgado de Smith, Yamile","Revista Venezolana de Estudios de la Mujer; 12(29); 117-134","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200008&lang=pt" 
"S1316-37012007000200009-ven","El Trabajo Sexual Femenino: El caso venezolano en el 2006","Dakduk, Silvana","Revista Venezolana de Estudios de la Mujer; 12(29); 135-148","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200009&lang=pt" 
"S1316-37012007000200002-ven","","Carosio, Alba","Revista Venezolana de Estudios de la Mujer; 12(29); 13-14","Revista Venezolana de Estudios de la Mujer","Inglês","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200002&lang=pt" 
"S1316-37012007000200003-ven","Hetera, el arquetipo de nuestra energía erótica","Ress, Mary Judith","Revista Venezolana de Estudios de la Mujer; 12(29); 17-31","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200003&lang=pt" 
"S1316-37012007000200001-ven","","Carosio, Alba","Revista Venezolana de Estudios de la Mujer; 12(29); 11-12","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200001&lang=pt" 
"S1316-37012007000200006-ven","Mujeres del agua: Desarrollo, participación y corresponsabilidad de la mujer como ejercicio cotidiano","Ramírez, Luis Alfredo","Revista Venezolana de Estudios de la Mujer; 12(29); 63-90","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200006&lang=pt" 
"S1316-37012007000200004-ven","Algunas ideas sobre los Consejos Comunales y la Calidad de Vida de las mujeres populares en Venezuela","Vargas Arenas, Iraida","Revista Venezolana de Estudios de la Mujer; 12(29); 33-48","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200004&lang=pt" 
"S1316-37012007000200005-ven","El empoderamiento de la mujer y la acción colectiva","Medina, Venus","Revista Venezolana de Estudios de la Mujer; 12(29); 49-62","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200005&lang=pt" 
"S1316-37012007000200007-ven","Roles múltiples, cualidad del rol, apoyo social y salud en mujeres trabajadoras","Feldman, Lya, Saputi, Daniela","Revista Venezolana de Estudios de la Mujer; 12(29); 91-116","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200007&lang=pt" 
"S1316-37012007000200020-ven","“Cotorreo” entre varones con botas y sombreros","Espina, Gioconda","Revista Venezolana de Estudios de la Mujer; 12(29); 235-237","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200020&lang=pt" 
"S1316-37012007000200021-ven","Feminismo y masculinidades","Carosio, Alba","Revista Venezolana de Estudios de la Mujer; 12(29); 239-240","Revista Venezolana de Estudios de la Mujer","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-37012007000200021&lang=pt" 
"S0252-82742007000200001-ven","Nuevo registro de una variedad del género Calliandra (Leguminosae: Mimosoideae) para Venezuela","Leython, Sirli","Ernstia; 17(2); 55-62","Ernstia","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742007000200001&lang=pt" 
"S0252-82742007000200002-ven","Análisis preliminar sobre anatomía del leño de 11 especies de la tribu Heliantheae (Asteraceae) de Los Andes venezolanos","León H, Williams J","Ernstia; 17(2); 63-83","Ernstia","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742007000200002&lang=pt" 
"S0252-82742007000200003-ven","Estructura y florística de un bosque ribereño de montaña, Parque Nacional Henri Pittier, estado Aragua","Cardozo López, Alfonso, Conde M, Dumas","Ernstia; 17(2); 85-110","Ernstia","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742007000200003&lang=pt" 
"S0120-00622007000300006-col","De la inexistencia de la materia","Patarroyo, Carlos G","Ideas y Valores; 56(135); 95-114","Ideas y Valores","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622007000300006&lang=pt" 
"S0120-00622007000300007-col","Rosas, Alejandro (ed.). Filosofía, Darwinismo y Evolución. Bogotá: Unibiblos, Universidad Nacional de Colombia, 2007. 346 p","González, Favio","Ideas y Valores; 56(135); 115-119","Ideas y Valores","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622007000300007&lang=pt" 
"S0120-00622007000300004-col","Casos Gettier y razonadores normales1","García, Carlos Emilio","Ideas y Valores; 56(135); 73-84","Ideas y Valores","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622007000300004&lang=pt" 
