"S0718-18762011000100010-chl","Integration of Government Services using Semantic Technologies","Hreño, Ján, Bednár, Peter, Furdik, Karol, Sabol, Tomáš","Journal of theoretical and applied electronic commerce research; 6(1); 143-154","Journal of theoretical and applied electronic commerce research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762011000100010&lang=pt" 
"S0719-01072011000100001-chl","Temporización inmediata de implantes unitarios en la maxila posterior","Leighton, Y, Carvajal, JC, Wolnitzky, A, Silva, R, Von Marttens, A","Revista clínica de periodoncia, implantología y rehabilitación oral; 4(1); 5-8","Revista clínica de periodoncia, implantología y rehabilitación oral","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-01072011000100001&lang=pt" 
"S0719-01072011000100002-chl","Oral colonization by Streptococcus mutans and its association with the severity of periodontal disease in adults","Contardo, MS, Díaz, N, Lobos, O, Padilla, C, Giacaman, RA","Revista clínica de periodoncia, implantología y rehabilitación oral; 4(1); 9-12","Revista clínica de periodoncia, implantología y rehabilitación oral","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-01072011000100002&lang=pt" 
"S0719-01072011000100003-chl","Efecto de las cargas articulares sobre el flujo y pH salival","Castro, RJ, Bravo, C, Alcaino, V, Giacaman, RA","Revista clínica de periodoncia, implantología y rehabilitación oral; 4(1); 13-16","Revista clínica de periodoncia, implantología y rehabilitación oral","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-01072011000100003&lang=pt" 
"S0719-01072011000100004-chl","Inmunodetección de metaloproteinasas de matriz extracelular (MMPs)-2, -9, -13 y -14 en lesiones apicales asociadas con periodontitis apical asintomática","Mundi Burgos, V, Dezerega Piwonka, A, Osorio Alfaro, C, Dutzan Muñoz, N, Franco Martínez, ME, Ortega Pinto, AV, Hernández Ríos, M","Revista clínica de periodoncia, implantología y rehabilitación oral; 4(1); 17-21","Revista clínica de periodoncia, implantología y rehabilitación oral","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-01072011000100004&lang=pt" 
"S0719-01072011000100005-chl","Efecto de la arginina 8%-carbonato de calcio y del fluoruro de sodio al 5% en la reducción de la hipersensibilidad dentinaria post terapia periodontal: ensayo clínico","Márquez, M, Quintero, A, Sanz, A, Ramírez, V, Inostroza, C, Chaparro, A","Revista clínica de periodoncia, implantología y rehabilitación oral; 4(1); 22-25","Revista clínica de periodoncia, implantología y rehabilitación oral","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-01072011000100005&lang=pt" 
"S0719-01072011000100006-chl","Tratamiento de una lesión endoperiodontal tipo III (combinada o verdadera): reporte de un caso","Alcota, M, Mondragón, R, Zepeda, C","Revista clínica de periodoncia, implantología y rehabilitación oral; 4(1); 26-28","Revista clínica de periodoncia, implantología y rehabilitación oral","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-01072011000100006&lang=pt" 
"S0103-40142011010200001-scl","São Paulo: cidade da intolerância, ou o urbanismo &quot;à brasileira&quot;","Ferreira, João Sette Whitaker","Estudos Avançados; 25(71); -","Estudos Avançados","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142011010200001&lang=pt" 
"S1984-02922011000100007-scl","Psicologia e liberdade: conhecimento do &quot;eu&quot; e das coisas","Almada, Leonardo","Fractal : Revista de Psicologia; 23(1); 85-98","Fractal : Revista de Psicologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922011000100007&lang=pt" 
"S1984-02922011010200001-scl","Psicologia e liberdade","Almada, Leonardo Ferreira","Fractal : Revista de Psicologia; 23(1); -","Fractal : Revista de Psicologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922011010200001&lang=pt" 
"S1677-55382011000200032-scl","Bilateral retroperitoneoscopic lumbar sympathectomy by unilateral access","Branco, Anibal W., Branco Filho, Alcides J., Kondo, William, Stunitz, Luciano C., Douat Jr., Paulo, Coelho, Marlos","International braz j urol; 37(2); 292-293","International braz j urol","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382011000200032&lang=pt" 
"S1677-55382011000200026-scl","Simple enucleation is equivalent to traditional partial nephrectomy for renal cell carcinoma: results of a nonrandomized, retrospective, comparative study","Reis, Leonardo Oliveira","International braz j urol; 37(2); 284-285","International braz j urol","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382011000200026&lang=pt" 
"S1677-55382011000200001-scl","Editor&#039;s comment","Dambros, Miriam","International braz j urol; 37(2); 144-154","International braz j urol","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382011000200001&lang=pt" 
"S1677-55382011000200002-scl","Is there any evidence of superiority between retropubic, laparoscopic or robot-assisted radical prostatectomy?","Ferronha, Frederico, Barros, Fortunato, Santos, Victor Vaz, Ravery, Vincent, Delmas, Vincent","International braz j urol; 37(2); 146-160","International braz j urol","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382011000200002&lang=pt" 
"S1677-55382011000200003-scl","Radiation therapy and androgen deprivation in the management of high risk prostate cancer","Dal Pra, Alan, Cury, Fabio L., Souhami, Luis","International braz j urol; 37(2); 161-179","International braz j urol","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382011000200003&lang=pt" 
