"S0365-05962007000500005-scl","Tumor glômico subungueal: estudo epidemiológico e retrospectivo, no período de 1991 a 2003","Vanti, Adriana Amorim, Cucé, Luiz Carlos, Di Chiacchio, Nilton","Anais Brasileiros de Dermatologia; 82(5); 425-431","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500005&lang=pt" 
"S0365-05962007000500007-scl","Alopecia frontal fibrosante: relato de seis casos","Mulinari-Brenner, Fabiane, Rosas, Fernanda Manfron, Sato, Maurício Shigueru, Werner, Betina","Anais Brasileiros de Dermatologia; 82(5); 439-444","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500007&lang=pt" 
"S0365-05962007000500006-scl","Úlceras cutâneas na hanseníase: perfil clínico-epidemiológico dos pacientes","Gomes, Fernanda Guzzo, Frade, Marco Andrey Cipriani, Foss, Norma Tiraboshi","Anais Brasileiros de Dermatologia; 82(5); 433-437","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500006&lang=pt" 
"S0365-05962007000500014-scl","Doações","","Anais Brasileiros de Dermatologia; 82(5); 483-486","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500014&lang=pt" 
"S0365-05962007000500013-scl","Caso para Diagnóstico","Miot, Hélio Amante, Gumieiro, Juliana Hammoud, Poli, João Paulo Vasconcelos, Camargo, Rosangela Maria Pires de","Anais Brasileiros de Dermatologia; 82(5); 480-482","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500013&lang=pt" 
"S0365-05962007000500011-scl","Destruição de falanges provocada por onicofagia","Dalanora, Amelia, Uyeda, Hirofumi, Empinotti, Julio C., Ruaro, Roseli T., Clarindo, Marcos V.","Anais Brasileiros de Dermatologia; 82(5); 475-476","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500011&lang=pt" 
"S0365-05962007000500012-scl","Você conhece esta síndrome?","Bedrikow, Roberta Buense, Farias, Débora Cadore de, Maia, Marcus, Müller, Helena","Anais Brasileiros de Dermatologia; 82(5); 477-479","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500012&lang=pt" 
"S0365-05962007000500002-scl","Vasculite cutânea de pequenos vasos: etiologia, patogênese, classificação e critérios diagnósticos - Parte I","Brandt, Hebert Roberto Clivati, Arnone, Marcelo, Valente, Neusa Yuriko Sakai, Criado, Paulo Ricardo, Sotto, Mirian Nacagami","Anais Brasileiros de Dermatologia; 82(5); 387-406","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500002&lang=pt" 
"S0365-05962007000500009-scl","Hanseníase: uma doença genética?","Prevedello, Flávia Costa, Mira, Marcelo Távora","Anais Brasileiros de Dermatologia; 82(5); 451-459","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500009&lang=pt" 
"S0365-05962007000500010-scl","Lacaziose (doença de Jorge Lobo): revisão e atualização","Brito, Arival Cardoso de, Quaresma, Juarez Antonio Simões","Anais Brasileiros de Dermatologia; 82(5); 461-474","Anais Brasileiros de Dermatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962007000500010&lang=pt" 
"S0213-91112007000500013-spa","Revisión sistemática de los estudios sobre el nivel socioeconómico de los hombres que maltratan a sus parejas","Vives-Cases, Carmen, Gil-González, Diana, Carrasco-Portiño, Mercedes, Álvarez-Dardet, Carlos","Gaceta Sanitaria; 21(5); 425-430","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500013&lang=pt" 
"S0213-91112007000500006-spa","Dos métodos para analizar la evolución de la incidencia de consumo de heroína y cocaína en Barcelona","Sánchez-Niubò, Albert, Domingo-Salvany, Antònia, Gómez Melis, Guadalupe, Teresa Brugal, M., Scalia-Tomba, Gianpaolo","Gaceta Sanitaria; 21(5); 397-403","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500006&lang=pt" 
"S0213-91112007000500005-spa","Epidemiología descriptiva de meningitis no meningocócicas bacterianas de la provincia de Zaragoza (1999-2004): evaluación de su sistema de vigilancia","Rodrigo Val, María Pilar, Guimbao, Joaquín, Vergara, Alberto, Varela, Carmen, Mateo, Salvador de, Herrera, Dionisio","Gaceta Sanitaria; 21(5); 390-396","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500005&lang=pt" 
"S0213-91112007000500003-spa","Evolución de las desigualdades según la clase social en el control del embarazo en Barcelona (1994-97 frente a 2000-03)","Salvador, Joaquín, Cano-Serral, Gemma, Rodríguez-Sanz, Maica, Villalbí, Joan R., Cunillé, Montserrat, Ricart, Montserrat, Roig, Angelina, Lladonosa, Anna, Borrell, Carme","Gaceta Sanitaria; 21(5); 378-383","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500003&lang=pt" 
"S0213-91112007000500002-spa","El mensaje publicitario de los anuncios de fármacos en las revistas médicas españolas","Castaño Riera, Eusebi J., Oterino de la Fuente, David, Rodríguez Rodríguez, Rosa M.","Gaceta Sanitaria; 21(5); 371-377","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500002&lang=pt" 
"S0104-11692007000500001-scl","Social insertion of nursing graduate programs","Marziale, Maria Helena Palucci, Mendes, Isabel Amélia Costa","Revista Latino-Americana de Enfermagem; 15(5); 885-886","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000500001&lang=pt" 
