"S0102-69092014000300006-scl","O suicídio como forma de ação política e social no ceticismo de Montaigne e Hume","Kiraly, Cesar","Revista Brasileira de Ciências Sociais; 29(86); 79-90","Revista Brasileira de Ciências Sociais","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092014000300006&lang=pt" 
"S0102-69092014000300004-scl","A anomalia da política de ciência e tecnologia","Dagnino, Renato","Revista Brasileira de Ciências Sociais; 29(86); 45-55","Revista Brasileira de Ciências Sociais","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092014000300004&lang=pt" 
"S0102-69092014000300001-scl","E Mozart? E o assassinato?","Becker, Howard S.","Revista Brasileira de Ciências Sociais; 29(86); 5-13","Revista Brasileira de Ciências Sociais","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092014000300001&lang=pt" 
"S1726-46342014000400009-per","Resistencia a drogas de segunda línea en cepas peruanas de Mycobacterium tuberculosis multidrogorresistentes","Barletta, Francesca, Zamudio, Carlos, Rigouts, Leen, Seas, Carlos","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 676-682","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400009&lang=pt" 
"S1726-46342014000400008-per","Aceptabilidad del castigo físico en la crianza de los niños en personas que fueron víctimas de violencia física en la niñez en Perú","Burela, Alejandra, Piazza, Marina, Alvarado, German F., Gushiken, Alfonso, Fiestas, Fabián","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 669-675","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400008&lang=pt" 
"S1726-46342014000400003-per","Combinación de metformina frente a inhibidores de la dipeptidilpeptidasa y sulfonilureas en el tratamiento de la diabetes tipo 2: impacto clínico y económico","Sicras-Mainar, Antoni, Navarro-Artieda, Ruth","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 626-634","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400003&lang=pt" 
"S1726-46342014000400002-per","Reforma de salud en el Perú: apuntando hacia la cobertura universal","Solari, Lely","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 623-625","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400002&lang=pt" 
"S1726-46342014000400001-per","La salud en el Perú","Arias-Stella, Javier","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 621-622","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400001&lang=pt" 
"S1726-46342014000400007-per","Disponibilidad de medicamentos psicotrópicos en establecimientos del Ministerio de Salud del Perú, 2011","Hodgkin, Dominic, Piazza, Marina, Crisante, Maruja, Gallo, Carla, Fiestas, Fabián","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 660-668","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400007&lang=pt" 
"S1726-46342014000400006-per","Prevalencia de factores de riesgo cardiovascular y riesgo metabólico en escolares, universitarios y mujeres de organizaciones sociales de base en distritos de Lima, Callao, La Libertad y Arequipa, Perú 2011","Núñez-Robles, Eloísa, Huapaya-Pizarro, Cleopatra, Torres-Lao, Rogger, Esquivel-León, Silvia, Suarez-Moreno, Víctor, Yasuda-Espinoza, Myriam, Sanjinés-López, Giovanna","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 652-659","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400006&lang=pt" 
"S1726-46342014000400005-per","Estandarización de la técnica de western blot para el diagnóstico específico de la enfermedad de Chagas utilizando antígenos de excreción-secreción de los epimastigotes de Trypanosoma cruzi","Escalante, Hermes, Jara, César, Davelois, Kelly, Iglesias, Miguel, Benites, Adderly, Espinoza, Renzo","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 644-651","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400005&lang=pt" 
"S1726-46342014000400004-per","Detección de Leishmania spp. en base al gen que codifica la proteína HSP20","Montalvo, Ana M, Fraga, Jorge, Rodríguez, Omaira, Blanco, Orestes, Llanos-Cuentas, Alejandro, García, Ana L, Valencia, Braulio M, Muskus, Carlos, Van der Auwera, Gert, Requena, José M","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 635-643","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400004&lang=pt" 
"S1726-46342014000400026-per","El requisito obligatorio del servicio social en salud del Perú: discriminatorio e inconstitucional","Mayta-Tristán, Percy, Poterico, Julio A, Galán-Rodas, Edén, Raa-Ortiz, Daniel","Revista Peruana de Medicina Experimental y Salud Publica; 31(4); 781-787","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342014000400026&lang=pt" 
