"S0375-07602001000100012-cub","Infestación del cabello por Phthirus pubis (Anoplura: Pediculidae)","Hernández Contreras, Natividad, Isla García, Mariela, Vega Correa, Esther","Revista Cubana de Medicina Tropical; 53(1); 63-67","Revista Cubana de Medicina Tropical","Espanhol","2001","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602001000100012&lang=pt" 
"S0375-07602001000100013-cub","Novedoso esquema de inmunización para la obtención de anticuerpos anti-LPS de Haemophilus influenzae tipo B","Falcón Márquez, Rosabel, Toraño Peraza, Gilda, Martínez, Berta Victoria, Tamargo Martínez, Isis","Revista Cubana de Medicina Tropical; 53(1); 67-68","Revista Cubana de Medicina Tropical","Espanhol","2001","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602001000100013&lang=pt" 
"S1135-57272001000200001-esp","Conocer para transformar. La información y el conocimiento para la equidad de la salud","Pérez Andrés, Cristina","Revista Española de Salud Pública; 75(2); 101-104","Revista Española de Salud Pública","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272001000200001&lang=pt" 
"S0036-36342001000200008-spa","Ingestión y excreción de fluoruros en niños de Hermosillo, Sonora, México","Grijalva-Haro, María Isabel, Barba-Leyva, María Elena, Laborín-Alvarez, Arturo","Salud Pública de México; 43(2); 127-134","Salud Pública de México","Espanhol","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200008&lang=pt" 
"S0036-36342001000200007-spa","Incidencia de infección por Helicobacter pylori en una cohorte de lactantes en el estado de Morelos","Belkind-Gerson, Jaime, Basurto, Gloria, Newton, Oscar, Avila-Figueroa, Carlos, Río, Carlos del, García-Gaytán, Elisa, Reyes-León, Adriana, Torres, Javier","Salud Pública de México; 43(2); 122-126","Salud Pública de México","Espanhol","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200007&lang=pt" 
"S0036-36342001000200006-spa","Reproducibilidad de espirometrías en trabajadores mexicanos y valores de referencia internacionales","Pérez-Padilla, José Rogelio, Regalado-Pineda, Justino, Vázquez-García, Juan Carlos","Salud Pública de México; 43(2); 113-121","Salud Pública de México","Espanhol","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200006&lang=pt" 
"S0036-36342001000200005-spa","Effect of the quality of health care on permanent inability secondary to femoral fractures due to occupational accidents","Salinas-Tovar, Santiago, Reyes-Frausto, Sandra, Aguilar-Salinas, Alberto, López-Marmolejo, Alberto, Hernández-Leyva, Blanca E., López-Rojas, Pablo","Salud Pública de México; 43(2); 108-112","Salud Pública de México","Inglês","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200005&lang=pt" 
"S0036-36342001000200004-spa","Efecto de la administración semanal de ácido fólico sobre los valores sanguíneos","Martínez-de Villarreal, Laura E., Limón-Benavides, Carmen, Valdez-Leal, Ramón, Sánchez-Peña, María Alejandra, Villarreal-Pérez, Jesús Z.","Salud Pública de México; 43(2); 103-107","Salud Pública de México","Espanhol","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200004&lang=pt" 
"S0036-36342001000200003-spa","Factores asociados a la aceptación de salpingoclasia posparto entre mujeres infectadas por el VIH","Figueroa-Damián, Ricardo, Villagrana-Zesati, Roberto","Salud Pública de México; 43(2); 97-102","Salud Pública de México","Espanhol","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200003&lang=pt" 
"S0036-36342001000200002-spa","Expectativas, consumo de alcohol y problemas asociados en estudiantes universitarios de la ciudad de México","Mora-Ríos, Jazmín, Natera, Guillermina","Salud Pública de México; 43(2); 89-96","Salud Pública de México","Espanhol","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342001000200002&lang=pt" 
"S0034-89102001000200016-spa","A prescrição medicamentosa sob a ótica do paciente idoso","Teixeira, Jorge Juarez Vieira, Lefèvre, Fernando","Revista de Saúde Pública; 35(2); 207-213","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200016&lang=pt" 
"S0034-89102001000200015-spa","Incidência de cesáreas segundo fonte de financiamento da assistência ao parto","Yazlle, Marta Edna Holanda Diógenes, Rocha, Juan Stuardo Yazlle, Mendes, Maria Célia, Patta, Maristela Carbol, Marcolin, Alessandra Cristina, Azevedo, George Dantas de","Revista de Saúde Pública; 35(2); 202-206","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200015&lang=pt" 
"S0034-89102001000200014-spa","Aplicação do modelo de crenças em saúde na prevenção dos acidentes com agulha","Brevidelli, Maria Meimei, Cianciarullo, Tamara Iwanow","Revista de Saúde Pública; 35(2); 193-201","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200014&lang=pt" 
"S0034-89102001000200013-spa","Sistema de Informações Hospitalares como ajuste de risco em índices de desempenho","Martins, Mônica, Travassos, Claudia, Noronha, José Carvalho de","Revista de Saúde Pública; 35(2); 185-192","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200013&lang=pt" 
"S0034-89102001000200012-spa","Avaliação da qualidade de serviço de saúde para adolescentes","Costa, Maria Conceição O, Formigli, Vera Lúcia A","Revista de Saúde Pública; 35(2); 177-184","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200012&lang=pt" 
"S0034-89102001000200011-spa","Relação entre cárie, gengivite e fluorose e nível socioeconômico em escolares","Maltz, Marisa, Silva, Berenice Barbachan e","Revista de Saúde Pública; 35(2); 170-176","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200011&lang=pt" 
"S0034-89102001000200010-spa","Evolução temporal do tabagismo em estudantes de medicina, 1986, 1991, 1996","Menezes, Ana, Palma, Eduardo, Holthausen, Ricardo, Oliveira, Ricardo, Oliveira, Pablo S, Devens, Eduardo, Steinhaus, Luciane, Horta, Bernardo, Victora, Cesar G","Revista de Saúde Pública; 35(2); 165-169","Revista de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102001000200010&lang=pt" 
