"S0102-37722005000300011-scl","Abuso sexual infantil e dinâmica familiar: aspectos observados em processos jurídicos","Habigzang, Luísa F., Koller, Sílvia H., Azevedo, Gabriela Azen, Machado, Paula Xavier","Psicologia: Teoria e Pesquisa; 21(3); 341-348","Psicologia: Teoria e Pesquisa","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722005000300011&lang=pt" 
"S0102-37722005000300012-scl","Gender divergence in physical education classes","Cardoso, Fernando Luiz, Felipe, Maura Lúcia, Hedegaard, Claus","Psicologia: Teoria e Pesquisa; 21(3); 349-357","Psicologia: Teoria e Pesquisa","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722005000300012&lang=pt" 
"S0102-37722005000300014-scl","O cotidiano nos múltiplos espaços contemporâneos","Nicolaci-da-Costa, Ana Maria","Psicologia: Teoria e Pesquisa; 21(3); 365-373","Psicologia: Teoria e Pesquisa","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722005000300014&lang=pt" 
"S0085-56262005000400021-scl","Malófagos (Phthiraptera) recolhidos de aves silvestres no Zoológico de São Paulo, SP, Brasil","Valim, Michel P., Teixeira, Rodrigo H. F., Amorim, Marinete, Serra-Freire, Nicolau M.","Revista Brasileira de Entomologia; 49(4); 584-587","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400021&lang=pt" 
"S0085-56262005000400013-scl","Diversidade de Chironomidae (Diptera) em dois córregos de baixa ordem na região central do Estado de São Paulo, através da coleta de exúvias de pupa","Siqueira, Tadeu, Trivinho-Strixino, Susana","Revista Brasileira de Entomologia; 49(4); 531-534","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400013&lang=pt" 
"S0085-56262005000400014-scl","A diversidade inventarial de Coleoptera (Insecta) em uma paisagem antropizada do Bioma Araucária","Ganho, Norma G., Marinoni, Renato C.","Revista Brasileira de Entomologia; 49(4); 535-543","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400014&lang=pt" 
"S0085-56262005000400001-scl","Ocorrência e morfologia de glândulas tegumentares no abdome de Melissoptila richardiae (Bertoni &amp; Scrottky) (Hymenoptera, Apidae, Eucerini)","Cruz-Landim, Carminda da, Oliveira, Vagner T. Paes de","Revista Brasileira de Entomologia; 49(4); 437-440","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400001&lang=pt" 
"S0085-56262005000400009-scl","Revisão sistemática, análise cladística e biogeografia dos gêneros Tribotropis e Hypselotropis (Coleoptera, Anthribidae, Anthribinae, Ptychoderini)","Mermudes, José Ricardo M.","Revista Brasileira de Entomologia; 49(4); 465-511","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400009&lang=pt" 
"S0085-56262005000400010-scl","Revisão do gênero neotropical Apophorhynchus Williston (Diptera, Ropalomeridae)","Marques-Costa, Ana Paula, Ale-Rocha, Rosaly","Revista Brasileira de Entomologia; 49(4); 512-521","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400010&lang=pt" 
"S0085-56262005000400012-scl","Imaturos de Simuliidae (Diptera, Nematocera) e caracterização de seus criadouros no Parque Estadual Intervales, SP, Brasil","Pepinelli, Mateus, Trivinho-Strixino, Susana, Hamada, Neusa","Revista Brasileira de Entomologia; 49(4); 527-530","Revista Brasileira de Entomologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400012&lang=pt" 
"S0085-56262005000400015-scl","Breeding sites of Neotropical Drosophilidae (Diptera): IV. living and fallen flowers of Sessea brasiliensis and Cestrum spp. (Solanaceae)","Santos, Rita de Cassia Oliveira dos, Vilela, Carlos Ribeiro","Revista Brasileira de Entomologia; 49(4); 544-551","Revista Brasileira de Entomologia","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262005000400015&lang=pt" 
