"S0034-71671999000100003-scl","Assistência de enfermagem a crianças prematuras: uma revisão da literatura sobre o seguimento","Mello, Débora Falleiros de, Rocha, Semiramis Melani Melo","Revista Brasileira de Enfermagem; 52(1); 14-21","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100003&lang=pt" 
"S0034-71671999000100009-scl","O projeto Ana Teresa: o caminho para desinstitucionalização do doente mental?","Costa, Eliani, Borenstein, Miriam Süsskind","Revista Brasileira de Enfermagem; 52(1); 79-90","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100009&lang=pt" 
"S0034-71671999000100008-scl","O processo ensino-aprendizagem na verificação da pressão arterial","Moreira, Thereza Maria Magalhães, Oliveira, Taciana Cavalcante de, Araújo, Thelma Leite de","Revista Brasileira de Enfermagem; 52(1); 67-78","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100008&lang=pt" 
"S0034-71671999000100005-scl","Discutindo a avaliação de um programa de capacitação para enfermeiros","Melo, Cristina, Fagundes, Norma","Revista Brasileira de Enfermagem; 52(1); 37-42","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100005&lang=pt" 
"S0034-71671999000100004-scl","Categoria de gênero na enfermagem","Silva, Alcione Leite da, Corrêa, Patrícia","Revista Brasileira de Enfermagem; 52(1); 22-36","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100004&lang=pt" 
"S0034-71671999000100002-scl","A feminilização da AIDS: uma questão de gênero?","Paiva, Mirian Santos","Revista Brasileira de Enfermagem; 52(1); 7-13","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100002&lang=pt" 
"S0034-71671999000100014-scl","Transformações da prática da enfermagem nos anos 30","Barreira, Ieda de Alencar","Revista Brasileira de Enfermagem; 52(1); 129-143","Revista Brasileira de Enfermagem","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71671999000100014&lang=pt" 
"S0044-59671999000100013-scl","Influência da vassoura de bruxa na fenologia do Cupuaçuzeiro","FALCÃO, Martha de Aguiar, MORAIS, Ronaldo Ribeiro de, CLEMENT, Charles Roland","Acta Amazonica; 29(1); 13-13","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100013&lang=pt" 
"S0044-59671999000100123-scl","Densidade de oviposição, e quantificação de Larvas e Pupas de Mansonia Blanchard, 1901 (Diptera: Culicidae), em Eichhornia crassipes Solms. e Pistia stratiotes Linn. Na ilha da Marchantaria, Amazônia Central","FERREIRA, Ruth Leila Menezes","Acta Amazonica; 29(1); 123-123","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100123&lang=pt" 
"S0044-59671999000100079-scl","Forest biomass and wood consumption In the lower course of the Amazon: a case study of rhe Urubueua Island","TSUCHIYA, Akio, HIRAOKA, Mario","Acta Amazonica; 29(1); 79-79","Acta Amazonica","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100079&lang=pt" 
"S0044-59671999000100097-scl","Morfologia dos estágios de Náuplios e Copepodito i de Perulernaea gamitanae thatcher &amp; paredes, 1985 (Crustacea: Cyclopoida: Lernaeidae), parasita do Tambaqui Colossoma macropomum (cuvier, 1818), (Osteichthyes: Characidae), cultivados em laboratório(1)","BENETTON, Maria Linda Flora de Novaes, MALTA, José Celso de Oliveira","Acta Amazonica; 29(1); 97-97","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100097&lang=pt" 
"S0044-59671999000100057-scl","Medidas de radiação solar e índice de área foliar em coberturas vegetais","WANDELLI, Elisa V, MARQUES FILHO, Arí de O","Acta Amazonica; 29(1); 57-57","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100057&lang=pt" 
"S0044-59671999000100043-scl","Mudanças na biomassa Microbiana e nas tansformações de Nitrogênio do solo em uma sequência de idades de pastagens após derruba e queima da floresta na Amazônia Central","LUIZÃO, Regina C. C, COSTA, Enir Salazar, LUIZÃO, Flávio J","Acta Amazonica; 29(1); 43-43","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100043&lang=pt" 
"S0044-59671999000100033-scl","Balanço dos nutrientes Ca+2, Mg+2, Na+, K+e NO3, em uma bacia de primeira ordem com vegetação Natural na Amazônia Central","CUNHA, Hillândia Brandão da, OLIVEIRA, João Augusto Dantas de, VICTORIA, Reynaldo Luiz","Acta Amazonica; 29(1); 33-33","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100033&lang=pt" 
"S0044-59671999000100021-scl","Viabilidade e superação da dormência em sementes de Araçá-boi (Eugenia stipitata ssp. sororia)","GENTIL, Daniel Felipe de O, FERREIRA, Sidney Alberto do N","Acta Amazonica; 29(1); 21-21","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100021&lang=pt" 
"S0044-59671999000100135-scl","Padrões ontogenéticos das Esterases, Leucina Aminopeptidase e X-Glicerofosfato Desidrogenase em Anopheles (Nyssorhynchus) Albitarsis lynch-arribálzaga, 1878 (Diptera: Culicidae)","MAIA, Juracy de Freitas, dos SANTOS, Joselita Maria Mendes","Acta Amazonica; 29(1); 135-135","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100135&lang=pt" 
"S0044-59671999000100003-scl","Fenologia e produtividade do Abiu (Pouteria caimito)na Amazônia Central1","FALCÃO, Martha de Aguiar, CLEMENT, Charles Roland","Acta Amazonica; 29(1); 3-3","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100003&lang=pt" 
"S0044-59671999000100145-scl","A pesca no reservatório da hidrelétrica de Balbina (Amazonas, Brasil)","SANTOS, Geraldo Mendes dos, OLIVEIRA Jr, Arnaldo Braga de","Acta Amazonica; 29(1); 145-145","Acta Amazonica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100145&lang=pt" 
"S0044-59671999000100165-scl","A survey of the Anopheles Mosquitoes (Diptera: Culicidae) along the Acre And Purus Rivers, Amazon Basin, Brazil","ZIMMERMAN, Robert H, PAULINO, Francisco Xavier, ARRUDA, Mercia de","Acta Amazonica; 29(1); 165-165","Acta Amazonica","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59671999000100165&lang=pt" 
