"S0045-91782004000200009-cub","Cuadernos publicados","","Cuadernos de Historia de la Salud Pública; (96); -","Cuadernos de Historia de la Salud Pública","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0045-91782004000200009&lang=pt" 
"S0001-37652004000400010-scl","Solvent-related chronic toxic encephalopathy as a target in the worker&#039;s mental health research","Ramos, Andréia, Jardim, Silvia R., Silva Filho, João F.","Anais da Academia Brasileira de Ciências; 76(4); 757-769","Anais da Academia Brasileira de Ciências","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652004000400010&lang=pt" 
"S0102-76382004000400002-scl","Critérios de autoria em trabalhos científicos: um assunto polêmico e delicado","Monteiro, Rosangela, Jatene, Fabio Biscegli, Goldenberg, Saul, Población, Dinah Aguiar, Pellizzon, Rosely de Fátima","Brazilian Journal of Cardiovascular Surgery; 19(4); III-VIII","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382004000400002&lang=pt" 
"S0102-76382004000400011-scl","Eventos catastróficos associados ao tratamento da comunicação interatrial tipo ostium secundum: razões para não se subestimar este tipo de cardiopatia congênita","Evora, Paulo Roberto B., Ribeiro, Paulo José de Freitas, Vicente, Walter V.V., Menardi, Antonio C., Rodrigues, Alfredo J., Reis, Celso L., Viaro, Fernanda","Brazilian Journal of Cardiovascular Surgery; 19(4); 391-398","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382004000400011&lang=pt" 
"S1025-55832004000400001-per","","Núñez Chávez, Ulises","Anales de la Facultad de Medicina; 65(4); 223-224","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400001&lang=pt" 
"S1025-55832004000400002-per","Colesterol y triglicéridos como marcadores bioquímicos del estado de la enfermedad del paciente con leucemia linfocítica aguda","Guzmán, Marco, Sandoval, Miguel","Anales de la Facultad de Medicina; 65(4); 225-230","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400002&lang=pt" 
"S1025-55832004000400003-per","Carbunco: una investigación clínica en los andes peruanos","Salinas, David","Anales de la Facultad de Medicina; 65(4); 231-238","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400003&lang=pt" 
"S1025-55832004000400004-per","Detección de coccidios en niños asintomáticos mediante esporulación de muestras fecales","Huiza, Alina, Espinoza, Yrma, Rojas, Róger, Sevilla, Carlos, Alva, Pilar, Verástegui, Rubén, Quispe, Eva, Romualdo, Gloria, Ángeles, Zulema, Candiotti, Jorge, Huapaya, Pedro","Anales de la Facultad de Medicina; 65(4); 239-242","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400004&lang=pt" 
"S1025-55832004000400005-per","La sutura compresiva del útero en cesárea con atonía uterina","Pacora, Percy, Santivañez, Alvaro, Ayala, Máximo","Anales de la Facultad de Medicina; 65(4); 243-246","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400005&lang=pt" 
"S1025-55832004000400006-per","Síndrome del túnel del carpo: Correlación clínica y neurofisiológica","Portillo, Roberto, Salazar, María, Huertas, Marco-Antonio","Anales de la Facultad de Medicina; 65(4); 247-254","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400006&lang=pt" 
"S1025-55832004000400007-per","Histiocitosis maligna: Reporte de un caso","Ruiz, Oscar, Quiñones, Willy, Misad, Oscar, Delgado, Carlos, Ronceros, Sergio, Marangoni, Manuela, Bardales, Luz, Reyes, Rafael, Castillo, Alfredo, Urrutia, Katia","Anales de la Facultad de Medicina; 65(4); 255-259","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400007&lang=pt" 
"S1025-55832004000400008-per","El valor moral del tiempo","Ortiz, Pedro","Anales de la Facultad de Medicina; 65(4); 260-266","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400008&lang=pt" 
"S1025-55832004000400009-per","Problemas a largo plazo de un programa hospitalario de cirugía sin ingreso","Sánchez-Beorlegui, Jesús, Franco, María J, Escanilla, Pilar, Quintero, Cristina, Franco, Susana, Sanz, Ana I, Jiménez, Alfredo","Anales de la Facultad de Medicina; 65(4); 267-272","Anales de la Facultad de Medicina","Espanhol","2004","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832004000400009&lang=pt" 
"S1561-29532004000300001-cub","Uso del yodo radiactivo: lo nuevo y lo viejo","Navarro Despaigne&lt;a name=cargo&gt;&lt;/a&gt;, Daysi A.","Revista Cubana de Endocrinología; 15(3); -","Revista Cubana de Endocrinología","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532004000300001&lang=pt" 
"S1561-29532004000300002-cub","Anticuerpos monoclonales contra la gonadotropina coriónica humana (hCG) para su uso en la detección de embarazo","Rodríguez Pendás, Bertha V., D&#039;Espaux, Rosa de Dios, Rodríguez García, Julio César, Arranz Calzado, Celeste, González Suárez, Roberto M.","Revista Cubana de Endocrinología; 15(3); -","Revista Cubana de Endocrinología","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532004000300002&lang=pt" 
"S1561-29532004000300003-cub","Cirugía transesfenoidal: primera opción de tratamiento para adenomas hipofisarios secretores de GH","López Arbolay, Omar, González González, Justo Luis, Morales Sabina, Osmany, Nedel Valdés, Lorenzo","Revista Cubana de Endocrinología; 15(3); -","Revista Cubana de Endocrinología","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532004000300003&lang=pt" 
"S1561-29532004000300004-cub","El precio de la transformación: reflexiones desde la experiencia de personas que viven con endocrinopatías","Ledón Llanes, Loraine, Chirinos Cáceres, Jesús L, Hernández Yero, José Arturo, Fabré Redondo, Bárbara, Mendoza Trujillo, Madelín","Revista Cubana de Endocrinología; 15(3); -","Revista Cubana de Endocrinología","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532004000300004&lang=pt" 
