"S0185-33252010000200001-mex","Psicosis única en la actualidad","de la Portilla-Geada, Néstor","Salud mental; 33(2); 107-109","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200001&lang=pt" 
"S0185-33252010000200010-mex","Sistemas de memoria: reseña histórica, clasificación y conceptos actuales. Segunda parte: Sistemas de memoria de largo plazo: Memoria episódica, sistemas de memoria no declarativa y memoria de trabajo","Carrillo-Mora, Paul","Salud mental; 33(2); 197-205","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200010&lang=pt" 
"S0185-33252010000200011-mex","Pronunciamiento de la Academia Nacional de Medicina de México ante la salud reproductiva y los derechos de la mujer","","Salud mental; 33(2); 207-208","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200011&lang=pt" 
"S0185-33252010000200012-mex","Autoevaluación","Heinze, Gerhard","Salud mental; 33(2); 207-208","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200012&lang=pt" 
"S0185-33252010000200002-mex","María Cristina García-Sancho y Álvarez-Tostado: Primera neurocirujana en Latinoamérica","Castañeda López, Gabriela, Rodríguez de Romo, Ana Cecilia","Salud mental; 33(2); 111-121","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200002&lang=pt" 
"S0185-33252010000200003-mex","La melatonina induce la síntesis y liberación de las encefalinas en el cerebro de la rata","Asai, Miguel, Valdés-Tovar, Marcela, Matamoros-Trejo, Gilberto, García, David","Salud mental; 33(2); 123-131","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200003&lang=pt" 
"S0185-33252010000200004-mex","Análisis comparativo de las publicaciones sobre drogodependencias en las revistas de psicología clínica y psiquiatría iberoamericanas indexadas en el Journal Citation Reports","Quevedo-Blasco, Raúl, Díaz-Piedra, Carolina, Guglielmi, Ottavia","Salud mental; 33(2); 133-143","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200004&lang=pt" 
"S0185-33252010000200005-mex","&lt;&lt;Un infinito que no acaba&gt;&gt;. Modelos explicativos sobre la depresión y el malestar emocional entre los adolescentes barceloneses (España). Primera parte","Martínez-Hernáez, Ángel, Muñoz García, Araceli","Salud mental; 33(2); 145-152","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200005&lang=pt" 
"S0185-33252010000200006-mex","&lt;&lt;Yo quiero, yo puedo… prevenir la violencia&gt;&gt;: Programa breve de sensibilización sobre violencia en el noviazgo","Pick, Susan, Leenen, Iwin, Givaudan, Martha, Prado, Andrea","Salud mental; 33(2); 145-152","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200006&lang=pt" 
"S0185-33252010000200007-mex","La búsqueda de moderación en el consumo de alcohol: Adaptación de los conocimientos a la práctica","Martínez Vélez, Nora Angélica, Medina-Mora Icaza, María Elena, Berenzon Gorn, Shoshana","Salud mental; 33(2); 161-167","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200007&lang=pt" 
"S0185-33252010000200008-mex","Estimulación magnética transcraneal para síntomas negativos en la esquizofrenia: una revisión","Zelaya Vásquez, Rina María, Saracco-Álvarez, Ricardo A., González Olvera, Jorge","Salud mental; 33(2); 169-178","Salud mental","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200008&lang=pt" 
"S0185-33252010000200009-mex","Endomorphin peptides: pharmacological and functional implications of these opioid peptides in the brain of mammals. Part one","Leff Gelman, Philippe, González Herrera, Norma Estela, Matus Ortega, Maura Epifanía, Pavón Romero, Lenin, Téllez Santillán, Carlos, Salazar Juárez, Alberto, Antón Palma, Benito","Salud mental; 33(2); 179-196","Salud mental","Inglês","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252010000200009&lang=pt" 
"S1684-18242010000200011-cub","Propuesta metodológica para la superación de los profesores de Morfofisiología, de la provincia de Matanzas","Achiong Alemañy, Mercy, Jordán Padrón, Marena, Medina Tápanes, Elizabeth, Pachón González, Liliam, Blanco Pereira, María Elena, Robainas Fiallo, Iliana","Revista Médica Electrónica; 32(2); -","Revista Médica Electrónica","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242010000200011&lang=pt" 
