"S0034-72992008000100014-scl","Fístula oroantral e retalho mucoso geniano: revisão de 25 casos","Meirelles, Roberto Campos, Neves-Pinto, Roberto Machado","Revista Brasileira de Otorrinolaringologia; 74(1); 85-90","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100014&lang=pt" 
"S0034-72992008000100015-scl","Comparação entre os questionários IT-MAIS e MUSS com vídeo-gravação para avaliação de crianças candidatas ao implante coclear","Pinto, Elaine Soares Monteiro, Lacerda, Cristina Broglia de Feitosa, Porto, Paulo Rogério Catanhede","Revista Brasileira de Otorrinolaringologia; 74(1); 91-98","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100015&lang=pt" 
"S0034-72992008000100016-scl","Comparação da anestesia geral e bloqueio do plexo cervical superficial em tireoidectomias parciais","Mamede, Rui Celso Martins, Raful, Helder","Revista Brasileira de Otorrinolaringologia; 74(1); 99-105","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100016&lang=pt" 
"S0034-72992008000100017-scl","Estudo das emissões otoacústicas durante o ciclo hormonal feminino","Arruda, Priscila Oliveira, Silva, Isabella Monteiro de Castro","Revista Brasileira de Otorrinolaringologia; 74(1); 106-111","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100017&lang=pt" 
"S0034-72992008000100018-scl","Estudo comparativo entre o aproveitamento escolar de alunos de escola de 1º grau e teste de inibição de emissões otoacústicas transientes","Angeli, Miguel Luiz de Sant’Ana, Almeida, Clemente Isnard Ribeiro de, Sens, Patrícia M.","Revista Brasileira de Otorrinolaringologia; 74(1); 112-117","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100018&lang=pt" 
"S0034-72992008000100019-scl","Atividade antimicrobiana in vitro de produtos vegetais em otite externa aguda","Nogueira, Janaina Cândida Rodrigues, Diniz, Margareth de Fátima Melo, Lima, Edeltrudes O.","Revista Brasileira de Otorrinolaringologia; 74(1); 118-124","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100019&lang=pt" 
"S0034-72992008000100020-scl","Telefones celulares: influência nos sistemas auditivo e vestibular","Balbani, Aracy Pereira Silveira, Montovani, Jair Cortez","Revista Brasileira de Otorrinolaringologia; 74(1); 125-131","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100020&lang=pt" 
"S0034-72992008000100021-scl","Eletrococleografia extratimpânica na neuropatia/dessincronia auditiva","Anastasio, Adriana Ribeiro Tavares, Alvarenga, Kátia de Freitas, Costa Filho, Orozimbo Alves","Revista Brasileira de Otorrinolaringologia; 74(1); 132-136","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000100021&lang=pt" 
"S0104-11692008000100002-scl","Quality of life from the perspective of revascularized patients during rehabilitation: an ethnographic study","Vila, Vanessa da Silva Carvalho, Rossi, Lídia Aparecida","Revista Latino-Americana de Enfermagem; 16(1); 7-14","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000100002&lang=pt" 
"S0104-11692008000100003-scl","Between freedom and reclusion: social support as a quality-of-life component in the family caregiver-dependent person binomial","Bocchi, Silvia Cristina Mangini, Angelo, Margareth","Revista Latino-Americana de Enfermagem; 16(1); 15-23","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000100003&lang=pt" 
"S0104-11692008000100004-scl","Stressing factors and coping strategies used by oncology nurses","Rodrigues, Andrea Bezerra, Chaves, Eliane Corrêa","Revista Latino-Americana de Enfermagem; 16(1); 24-28","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000100004&lang=pt" 
