"S1677-54492013000400296-scl","Recanalization after acute deep vein thrombosis","Brandao, Gustavo Mucoucah Sampaio, Sobreira, Marcone Lima, Rollo, Hamilton Almeida","Jornal Vascular Brasileiro; 12(4); 296-302","Jornal Vascular Brasileiro","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492013000400296&lang=pt" 
"S0104-026X2013000300009-scl","Entre o igualitarismo e a reforma dos direitos das mulheres: Bertha Lutz na Conferência Interamericana de Montevidéu, 1933","Marques, Teresa Cristina de Novaes","Revista Estudos Feministas; 21(3); 927-944","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300009&lang=pt" 
"S0104-026X2013000300008-scl","Homoerotismo feminino, juventude e vulnerabilidade às DSTs/Aids","Mora, Claudia Mercedes, Monteiro, Simone","Revista Estudos Feministas; 21(3); 905-926","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300008&lang=pt" 
"S0104-026X2013000300005-scl","Queixosas e valentes: as mulheres e a visibilidade da violência cotidiana","Magalhães, Magna Lima, Araújo, Denise Castilhos de, Schemes, Claudia","Revista Estudos Feministas; 21(3); 839-859","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300005&lang=pt" 
"S0104-026X2013000300007-scl","O labirinto de cristal: as trajetórias das cientistas na Física","Lima, Betina Stefanello","Revista Estudos Feministas; 21(3); 883-903","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300007&lang=pt" 
"S0104-026X2013000300003-scl","As mulheres na Ciência da Computação","Lima, Michelle Pinto","Revista Estudos Feministas; 21(3); 793-816","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300003&lang=pt" 
"S0104-026X2013000300002-scl","Maternidad y sublimación: una lectura psicoanalítica de la maternidad tardía","Venditti, Gabriela Manitta, Herrera, Diego Ochoa, Navarro, Juan Emilio Ortiz","Revista Estudos Feministas; 21(3); 773-791","Revista Estudos Feministas","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300002&lang=pt" 
"S1677-54492013000400278-scl","Gender-related differences in critical limb ischemia due to peripheral arterial occlusive disease","Santos, Vanessa Prado dos, Alves, Carlos Alberto Silveira, Lopes, Cicero Fidelis, Araujo Filho, Jose Siqueira de","Jornal Vascular Brasileiro; 12(4); 278-283","Jornal Vascular Brasileiro","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492013000400278&lang=pt" 
"S1677-54492013000400271-scl","Prevalence of deep vein thrombosis in patients with paraplegia caused by traumas","Mesquita Junior, Nelson, Kingerski, Flavia Natalia Marques, Marioto, Giovana Liz, Viegas, Fabio Alex Fonseca, Mesquita, Suzelaine Fidelis da Silva, Perreto, Sonia","Jornal Vascular Brasileiro; 12(4); 271-277","Jornal Vascular Brasileiro","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492013000400271&lang=pt" 
"S0104-026X2013000300018-scl","Gioconda Belli, un universo de mujeres","Leonet, Gema Lasarte","Revista Estudos Feministas; 21(3); 1081-1097","Revista Estudos Feministas","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300018&lang=pt" 
"S0104-026X2013000300019-scl","Júlia Lopes de Almeida teatróloga: apontamentos sobre a peça inédita &quot;O Caminho do Bem&quot;","Fanini, Michele Asmar","Revista Estudos Feministas; 21(3); 1099-1119","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300019&lang=pt" 
"S0104-026X2013000300013-scl","(Re)presentar: contribuições das teorias feministas à noção da representação","Rabenhorst, Eduardo Ramalho, Camargo, Raquel Peixoto do Amaral","Revista Estudos Feministas; 21(3); 981-1000","Revista Estudos Feministas","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300013&lang=pt" 
"S0104-026X2013000300011-scl","Unión Europea y políticas de igualdad (y sexualidad) en España: entrevista con Raquel Platero","Blanca, Rosa María","Revista Estudos Feministas; 21(3); 949-973","Revista Estudos Feministas","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300011&lang=pt" 
"S0104-026X2013000300016-scl","Alegorías de distinción y presagios de exclusión social en imágenes de mujeres (circa 1920)","Kaczan, Gisela Paola","Revista Estudos Feministas; 21(3); 1039-1058","Revista Estudos Feministas","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2013000300016&lang=pt" 
