"S0120-55522013000300013-col","Exposición a mercurio en trabajadores de una mina de oro en el norte de Colombia","Doria Mesquidaz, Eliel, Marrugo Negrete, José, Pinedo Hernández, Jose","Revista Salud Uninorte; 29(3); 534-541","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300013&lang=pt" 
"S0120-55522013000300010-col","Factores de riesgo psicosocial laborales, apoyo social y síndrome de Burnout en médicos de familia de tres instituciones públicas de salud de Guadalajara (México)","Aranda Beltrán, Carolina, González Baltazar, Raquel, Pando Moreno, Manuel, Hidalgo Santacruz, Gustavo","Revista Salud Uninorte; 29(3); 487-500","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300010&lang=pt" 
"S0120-55522013000300011-col","Veneno para plagas:: una aproximación desde la antropología cognitiva sobre exposición laboral, efectos en salud y calidad de vida de los aplicadores de plaguicidas del sector informal rural","Gutiérrez-Strauss, Ana María, González Baltazar, Raquel, Salazar Estrada, José Guadalupe, Soltero Avelar, Rubén, Aguilera Velasco, María de los ángeles, León Cortés, Silvia","Revista Salud Uninorte; 29(3); 501-513","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300011&lang=pt" 
"S0120-55522013000300005-col","Seguimiento de pacientes en estado postoperatorio de cirugías ambulatorias a través de la Web","Lugo Yance, Stella, Viloria Núñez, César, Díaz Barros, Jilliam, Cardona Peña, Jairo","Revista Salud Uninorte; 29(3); 384-393","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300005&lang=pt" 
"S0120-55522013000300004-col","Factores promotores de cultura nutricional en adolescentes y adultos jóvenes de la Universidad de La Sabana","Obregón, María Clara, Celis, Luis Gustavo, Ayala, Jaime de Jesús, Domínguez, María Teresa, Vilma Giratá, María, Almonacid, Carmen Cecilia","Revista Salud Uninorte; 29(3); 374-383","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300004&lang=pt" 
"S0120-55522013000300007-col","Depresión y factores de riesgos asociados en embarazadas de 18 a 45 años asistentes al Hospital Niño Jesús en Barranquilla (Colombia)","Borda Pérez, Mariela, Forero², Claudia, Ahcar Cabarcas³, Nassin, Hinestrosa, Camila, Polo Lobo, Silvana, Staaden Garavito, Mairen, Valencia Mejía, Margarita","Revista Salud Uninorte; 29(3); 394-404","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300007&lang=pt" 
"S0120-55522013000300006-col","Condiciones de trabajo que impactan en la vida laboral","Martínez Buelvas, Laura, Oviedo-Trespalacios, Oscar, Luna Amaya, Carmenza","Revista Salud Uninorte; 29(3); 542-560","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300006&lang=pt" 
"S0120-55522013000300001-col","Modelización molecular de las interacciones de 9-aminoacridinas con ácidos nucleicos","Cotes Oyaga, Sandra, Cotuá Valdés, José, Borja Páez, Sigrid, Hurtado Márquez, Keylin","Revista Salud Uninorte; 29(3); 351-359","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300001&lang=pt" 
"S0120-55522013000300003-col","Relación entre síntomas depresivos, índice de Masa Corporal y autopercepción del peso en adolescentes escolares","Herazo, Edwin, Villamil-Vargas, Miryam","Revista Salud Uninorte; 29(3); 368-373","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300003&lang=pt" 
"S0120-55522013000300002-col","Características del consumo de medicamentos de venta libre en una población de adultos de la ciudad de Medellín (Colombia)","Martínez-Domínguez, Gloria Inés, Martínez-Sánchez¹, Lina María, Rodríguez-Gázquez, María de los ángeles","Revista Salud Uninorte; 29(3); 360-367","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300002&lang=pt" 
"S0120-55522013000300009-col","El trabajo y la salud mental de las profesoras de preescolar de la zona metropolitana de Guadalajara (México)","Aldrete Rodríguez, Guadalupe, León Cortés, Silvia, González Baltazar, Raquel, Medina Becerra, Eduardo, Contreras Estrada, Mónica, Pérez Aldrete, Berenice","Revista Salud Uninorte; 29(3); 478-486","Revista Salud Uninorte","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-55522013000300009&lang=pt" 
