"S1519-38292006000200001-scl","Ciência, tecnologia e sociedade","Arruda, Bertoldo Kruse Grande de","Revista Brasileira de Saúde Materno Infantil; 6(2); 159-160","Revista Brasileira de Saúde Materno Infantil","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292006000200001&lang=pt" 
"S1519-38292006000200006-scl","Efecto del retardo de crecimiento intrauterino sobre el dimorfismo sexual en recien nacidos de termino: una adaptación prenatal en perspectiva evolutiva","Bolzán, Andrés Guillermo, Guimarey, Luis Manuel","Revista Brasileira de Saúde Materno Infantil; 6(2); 191-197","Revista Brasileira de Saúde Materno Infantil","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292006000200006&lang=pt" 
"S1519-38292006000200012-scl","Alterações anatomopatológicas da placenta e variações do índice de Apgar","Corrêa, Rosana Rosa Miranda, Salge, Ana Karina Marques, Ribeiro, Gustavo Augusto, Ferraz, Mara Lúcia Fonseca, Reis, Marlene Antônia dos, Castro, Eumenia Costa da Cunha, Teixeira, Vicente de Paula Antunes","Revista Brasileira de Saúde Materno Infantil; 6(2); 239-243","Revista Brasileira de Saúde Materno Infantil","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292006000200012&lang=pt" 
"S0100-69912006000300014-scl","Forma pseudotumoral intra-abdominal da esquistossomose mansônica","Kalil, Mitre, Battisti Neto, Olívio, Vieira, Luísa da Cruz Araújo, Cintra, Luiz Cálice","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 203-204","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300014&lang=pt" 
"S0100-69912006000300013-scl","Divertículo de Zenker: relato de três casos","","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 200-202","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300013&lang=pt" 
"S0100-69912006000300012-scl","Fístula esôfago-bronco-pleural pós pneumonectomia direita","Ximenes Netto, Manoel, Ramiro, Ulisses Eduardo, 0liveira, Humberto Alves de","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 198-199","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300012&lang=pt" 
"S0100-69912006000300001-scl","Sobre os congressos regionais ...","Silva, Armando de Oliveira e","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 131-131","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300001&lang=pt" 
"S0100-69912006000300004-scl","Manuseio da síndrome compartimental abdominal em unidade de tratamento intensivo","Von Bahten, Luiz Carlos, Guimarães, Paulo de Souza Fonseca","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 146-150","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300004&lang=pt" 
"S0100-69912006000300008-scl","Abscesso esplênico causado por Salmonella","Herkenhoff, Bruno von Glen, Ferreira, Ludmila Godoy dos Santos, Cavedagne, Maristela, Salomão, Renato Manganelli, Maia, Acyolli Moreira, Iglesias, Antonio Carlos","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 169-173","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300008&lang=pt" 
"S0100-69912006000300003-scl","Método trigonométrico para o acesso à veia basílica no terço distal do braço","Cardoso, Alexandre Augusto Pinto, Smith, Ricardo Luiz, Prates, José Carlos, Cricenti, Serafim Vincenzo","Revista do Colégio Brasileiro de Cirurgiões; 33(3); 140-145","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000300003&lang=pt" 
"S0100-41582006000300021-scl","Ocorrência de Colletotrichum gloeosporioides em ciclamem cultivado em vaso sob estufa no Estado de São Paulo","Marque, Janaína M., Kobori, Rômulo Fujito, Kato, Sílvia Megumi","Fitopatologia Brasileira; 31(3); 323-323","Fitopatologia Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582006000300021&lang=pt" 
