"S1657-92672008000200005-col","Habilidades socio-cognitivas en niños con conductas disruptivas y víctimas de maltrato","ISON-ZINTILINI, MIRTA SUSANA, MORELATO-GIMÉNEZ, GABRIELA SUSANA","Universitas Psychologica; 7(2); 357-367","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200005&lang=pt" 
"S1657-92672008000200019-col","Trastorno Específico del Desarrollo del Lenguaje en una población infantil colombiana","HINCAPIÉ-HENAO, LILIANA, GIRALDO-PRIETO, MARIO, LOPERA-RESTREPO, FRANCISCO, PINEDA-SALAZAR, DAVID ANTONIO, CASTRO-REBOLLEDO, RODRIGO, LOPERA-VÁSQUEZ, JUAN PABLO, MENDIETA-VILLAMIZAR, NORA STELLA, JARAMILLO-PÉREZ, ÁNGELA MARÍA, ARBOLEDA-RAMIREZ, ALEJANDRA, AGUIRRE-ACEVEDO, DANIEL CAMILO, LOPERA-ECHEVERRI, EGIDIO","Universitas Psychologica; 7(2); 557-569","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200019&lang=pt" 
"S1657-92672008000200020-col","Construcción del discurso deslegitimador del adversario: gobierno y paramilitarismo en Colombia","BORJA-OROZCO, HENRY, BARRETO, IDALY, MANUEL SABUCEDO, JOSÉ, LÓPEZ-LÓPEZ, WILSON","Universitas Psychologica; 7(2); 571-583","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200020&lang=pt" 
"S1657-92672008000200014-col","Evaluación de la confiabilidad y la validez de un cuestionario breve de autoinforme para el diagnóstico de la fobia social","REY-ANACONA, CÉSAR ARMANDO, MEJÍA, DIANA CAROLINA, MONTOYA, CARLOS EDUARDO","Universitas Psychologica; 7(2); 477-491","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200014&lang=pt" 
"S1657-92672008000200021-col","La psicopatología como máscara de la existencia","GARCÍA, GUILLERMO, DE CASTRO, ALBERTO","Universitas Psychologica; 7(2); 585-600","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200021&lang=pt" 
"S1657-92672008000200006-col","Calidad de vida familiar en personas con discapacidad: un análisis comparativo","CÓRDOBA-ANDRADE, LEONOR, GÓMEZ-BENITO, JUANA, VERDUGO-ALONSO, MIGUEL ÁNGEL","Universitas Psychologica; 7(2); 369-383","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200006&lang=pt" 
"S1657-92672008000200016-col","Efecto de agonistas y antagonistas de la dopamina en ambientes de reforzamiento variables","BALDERRAMA-TRÁPAGA, JORGE ARTURO, APARICIO-NARANJO, CARLOS FERNANDO","Universitas Psychologica; 7(2); 507-533","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200016&lang=pt" 
"S1657-92672008000200002-col","Empleabilidad, cambios y exigencias psicosociales en el trabajo","Rentería-Pérez, Erico, Malvezzi, Sigmar","Universitas Psychologica; 7(2); 319-334","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200002&lang=pt" 
"S1657-92672008000200001-col","","López-López, Wilson","Universitas Psychologica; 7(2); 315-318","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200001&lang=pt" 
"S1657-92672008000200010-col","Efectos de la acreditación en el mejoramiento de la calidad de los programas de psicología de Colombia*","ALZATE-MEDINA, GLORIA MERCEDES","Universitas Psychologica; 7(2); 425-439","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200010&lang=pt" 
"S1657-92672008000200012-col","Escala de evaluación parental (EEP): desarrollo, propiedades psicométricas y aplicaciones","FARKAS-KLEIN, CHAMARRITA","Universitas Psychologica; 7(2); 457-467","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200012&lang=pt" 
"S1657-92672008000200015-col","Adaptação e utilização de uma medida de avaliação da rede de apoio social - diagrama da escolta - para idosos brasileiros*","PINHEIRO DE PAULA-COUTO, MARIA CLARA, KOLLER, SÍLVIA HELENA, NOVO, ROSA, SANCHEZ-SOARES, PEDRO","Universitas Psychologica; 7(2); 493-505","Universitas Psychologica","Português","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200015&lang=pt" 
"S1657-92672008000200018-col","Evidencia de priming gustativo y su disociación con la memoria explícita","RAZUMIEJCZYK, EUGENIA, MACBETH, GUILLERMO, LÓPEZ-ALONSO, ALFREDO","Universitas Psychologica; 7(2); 549-556","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200018&lang=pt" 
"S1657-92672008000200007-col","Desempeño docente y su relación con orientación a la meta, estrategias de aprendizaje y autoeficacia: un estudio con maestros de primaria de Lima, Perú","Fernández-arata, José Manuel","Universitas Psychologica; 7(2); 385-401","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200007&lang=pt" 
"S1657-92672008000200011-col","Competencias docentes de profesores de pregrado: diseño y validación de un instrumento de evaluación","CAMARGO-ESCOBAR, ITALA MARINA, PARDO-ADAMES, CARLOS","Universitas Psychologica; 7(2); 441-457","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200011&lang=pt" 
"S1657-92672008000200009-col","Comprensión de sistemas de engranajes: un estudio del cambio cognitivo y las herramientas cognitivas en niños de cuatro años","NAVARRO-ROLDÁN, CLAUDIA PATRICIA","Universitas Psychologica; 7(2); 411-424","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200009&lang=pt" 
"S1657-92672008000200017-col","Análisis de la variación en la disponibilidad en la entrega de agua bajo distintas condiciones de señalización de los subciclos en un programa temporal","TORRES-CEJA, CARLOS DE JESÚS, MAYORAL, ALFREDO, RIBES-IÑESTA, EMILIO","Universitas Psychologica; 7(2); 535-547","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200017&lang=pt" 
"S1657-92672008000200013-col","Tradução e validação portuguesa do revised life orientation test (LOT-R)","LARANJEIRA, CARLOS ANTÓNIO","Universitas Psychologica; 7(2); 469-476","Universitas Psychologica","Português","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200013&lang=pt" 
"S1657-92672008000200003-col","Evaluación del acoso psicológico en el trabajo: desarrollo y estudio exploratorio de una escala de medida","MORENO-JIMÉNEZ, BERNARDO, RODRÍGUEZ-MUÑOZ, ALFREDO, MORANTE, MARIA EUGENIA, GARROSA, EVA, RODRÍGUEZ-CARVAJAL, RAQUEL, DÍAZ-GRACIA, LILIANA","Universitas Psychologica; 7(2); 335-345","Universitas Psychologica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000200003&lang=pt" 
"S1413-35552008000400009-scl","Atividade eletromiográfica do vasto medial oblíquo e vasto lateral durante atividades funcionais em sujeitos com síndrome da dor patelofemural","Santos, EP, Bessa, SNF, Lins, CAA, Marinho, AMF, Silva, KMP, Brasileiro, JS","Brazilian Journal of Physical Therapy; 12(4); 304-310","Brazilian Journal of Physical Therapy","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552008000400009&lang=pt" 
"S1413-35552008000400012-scl","Velocidade de marcha, equilíbrio e idade: um estudo correlacional entre idosas praticantes e idosas não praticantes de um programa de exercícios terapêuticos","Abreu, SSE, Caldas, CP","Brazilian Journal of Physical Therapy; 12(4); 324-330","Brazilian Journal of Physical Therapy","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552008000400012&lang=pt" 
"S0370-41062008000400001-chl","Imposición de una Etica de Mínimos","ROBLEDO H, PAZ","Revista chilena de pediatría; 79(4); 351-357","Revista chilena de pediatría","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062008000400001&lang=pt" 
