"S0034-76122006000100005-scl","Cultura organizacional em organizações públicas no Brasil","Pires, José Calixto de Souza, Macêdo, Kátia Barbosa","Revista de Administração Pública; 40(1); 81-104","Revista de Administração Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122006000100005&lang=pt" 
"S0034-76122006000100006-scl","A busca de um novo modelo de gestão para a ciência, tecnologia e inovação na política do MCT (1995-2002)","Veronese, Alexandre","Revista de Administração Pública; 40(1); 107-124","Revista de Administração Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122006000100006&lang=pt" 
"S0034-76122006000100007-scl","Assegurando o alinhamento estratégico da tecnologia de informação e comunicação: o caso das unidades de refino da Petrobras","Villas, Marcos, Fonseca, Marcus, Macedo-Soares, T. Diana L. v. A. de","Revista de Administração Pública; 40(1); 127-154","Revista de Administração Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122006000100007&lang=pt" 
"S0100-40422006000100001-scl","Desafios e oportunidades","Ferreira, Vitor F.","Química Nova; 29(1); 3-3","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100001&lang=pt" 
"S0100-40422006000100004-scl","Estudo eletroquímico de um novo banho galvânico de zinco alcalino livre de cianetos","Silva, Gecílio P. da, Freire, Nacélio S., Matos, Diogo E. de, Correia, Adriana N., Lima-Neto, Pedro de","Química Nova; 29(1); 15-19","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100004&lang=pt" 
"S0100-40422006000100006-scl","Comparação da eficiência do processo de ozonização e ozonização catalítica (Mn II e Cu II) na degradação de fenol","Assalin, Márcia Regina, Silva, Priscila Lima da, Durán, Nelson","Química Nova; 29(1); 24-27","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100006&lang=pt" 
"S0100-40422006000100011-scl","A novel metabolite from the Chilean mollusk Siphonaria lessoni","Rovirosa, Juana, San-Martín, Aurelio","Química Nova; 29(1); 52-53","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100011&lang=pt" 
"S0100-40422006000100013-scl","Diagnóstico ambiental de metais e organoclorados em córregos adjacentes a áreas de cultivo de cana-de-açúcar (Estado de São Paulo, Brasil)","Corbi, Juliano José, Strixino, Susana Trivinho, Santos, Ademir do, Del Grande, Marcelo","Química Nova; 29(1); 61-65","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100013&lang=pt" 
"S0100-40422006000100031-scl","O show da Química: motivando o interesse científico","Arroio, Agnaldo, Honório, Káthia M., Weber, Karen C., Homem-de-Mello, Paula, Gambardella, Maria Teresa do Prado, Silva, Albérico B. F. da","Química Nova; 29(1); 173-178","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100031&lang=pt" 
"S0100-40422006000100028-scl","Espectroscopia de fotoelétrons de limiares de átomos e moléculas","Lopes, Maria Cristina Andreolli, Couto, Helder, Moreira, Cleber Dias, Silva, Helen","Química Nova; 29(1); 156-159","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100028&lang=pt" 
"S0100-40422006000100027-scl","Determinação direta de molibdênio em comprimidos polivitamínicos por voltametria em meio não aquoso","Almeida, Alex M. de, Aleixo, Luiz M., Andrade, João Carlos de, Coscione, Aline Renée","Química Nova; 29(1); 153-155","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100027&lang=pt" 
"S0100-40422006000100018-scl","Lipases de látex vegetais: propriedades e aplicações industriais","Paques, Fernanda Wiermann, Macedo, Gabriela Alves","Química Nova; 29(1); 93-99","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100018&lang=pt" 
"S0100-40422006000100022-scl","Ação de colorantes na degradação e estabilização de polímeros","Saron, Clodoaldo, Felisberti, Maria Isabel","Química Nova; 29(1); 124-128","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000100022&lang=pt" 
