"S0100-40422011000400023-scl","Método para determinação de carboidratos empregado na triagem de adulterações em café","Pauli, Elis Daiane, Cristiano, Valderi, Nixdorf, Suzana Lucy","Química Nova; 34(4); 689-694","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000400023&lang=pt" 
"S0100-40422011000400024-scl","Planejamento experimental na otimização da extração dos frutos de Syzygium cumini (L.) skeels","Migliato, Ketylin Fernanda, Corrêa, Marcos Antonio, Salgado, Hérida Regina Nunes, Tognolli, João Olimpio, Sacramento, Luis Vitor S., Mello, João Carlos Palazzo de, Giannini, Maria José Soares Mendes, Almeida, Ana Marisa Fusco, Pizzolitto, Antonio Carlos","Química Nova; 34(4); 695-699","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000400024&lang=pt" 
"S0100-40422011000400025-scl","Preconcentración y atomización con tubo en la llama para la determinación de Cadmio en agua de mar","González Sepúlveda, Elizabeth, Artigas Fuentes, Andrea, Neira Hinojosa, José","Química Nova; 34(4); 700-703","Química Nova","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000400025&lang=pt" 
"S0100-40422011000400029-scl","Formação docente no ensino superior de Química: contribuições dos programas de aperfeiçoamento de ensino","Teodoro, Daniel Lino, Pagotto, Josias Falararo, Motheo, Artur de Jesus, Queiroz, Salete Linhares","Química Nova; 34(4); 714-719","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000400029&lang=pt" 
"S0100-40422011000400003-scl","Biodegradação de uma mistura de corantes têxteis usando o fungo Ganoderma sp: um estudo cinético","Barreto, Wagner José, Bernardino, Nathalia D&#039;Elboux, Afonso, Renata, Doi, Suely Mayumi Obara","Química Nova; 34(4); 568-572","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000400003&lang=pt" 
"S0100-40422011000400030-scl","Recuperação de chumbo, mercúrio e elementos dos grupos 4 a 7 da tabela periódica de seus resíduos","Borges, Bruno Gabriel Alves Leite, Silva, Cristiano Nunes da, Guedes, Lidiane Kallyne da Silva, Afonso, Júlio Carlos","Química Nova; 34(4); 720-729","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000400030&lang=pt" 
"S0101-81082011000100003-scl","Panorama nacional do ensino da psiquiatria nas escolas médicas brasileiras","Cataldo Neto, Alfredo, Pitta, José Cássio do Nascimento, Brasil, Marco Antônio, Adad, Miguel Abib, Aguiar, Rogério Wolf de, Selbach, Camila Ruschel, Belotto, Carolina, Coral, Cláudia Viña, Ramos, Fernanda Lia de Paula, Simonaggio, Patrícia Magali","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 8-13","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100003&lang=pt" 
"S0101-81082011000100012-scl","Reforma psiquiátrica e o Datasus: o uso de um instrumento ou o uso instrumental?","Spanemberg, Lucas","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 68-68","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100012&lang=pt" 
"S0101-81082011000100001-scl","Abuso e negligência na infância e comportamento suicida: pode a epigenética interligá-los?","Correa, Humberto, Rocha, Felipe Filardi da","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 1-2","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100001&lang=pt" 
"S0101-81082011000100005-scl","O grupo multifamiliar como recurso no tratamento dos transtornos alimentares","Jaeger, Maria Amelia da Silva, Seminotti, Nedio, Falceto, Olga Garcia","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 20-27","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100005&lang=pt" 
"S0101-81082011000100004-scl","Eating disorders among health science students at a university in southern Brazil","Pereira, Luiza do Nascimento Ghizoni, Trevisol, Fabiana Schuelter, Quevedo, João, Jornada, Luciano Kurtz","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 14-19","Revista de Psiquiatria do Rio Grande do Sul","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100004&lang=pt" 
"S0101-81082011000100006-scl","Adaptação transcultural da versão brasileira da escala Social Rhythm Metric-17 (SRM-17) para a população angolana","Schimitt, Regina Lopes, Benedito, Idalina Cesaltina Ribeiro, Rocha, Bruna Cláudia da, Chivia, Joyce Iracema Angelo, Hidalgo, Maria Paz Loayza","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 28-34","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100006&lang=pt" 
"S0101-81082011000100008-scl","Gravidade psicopatológica em mulheres vítimas de violência doméstica","Mozzambani, Adriana Cristine Fonseca, Ribeiro, Rafaela Larsen, Fuso, Simone Freitas, Fiks, José Paulo, Mello, Marcelo Feijó de","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 43-47","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100008&lang=pt" 
"S0101-81082011000100009-scl","Construção de conjuntos de imagens emocionais associadas a partir do International Affective Picture System","Pinto, Luciano Haussen, Feijó, Luiza Ramos, Stein, Lilian Milnitsky","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 48-54","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100009&lang=pt" 
"S0101-81082011000100002-scl","Incidência de conduta violenta e antissocial em população psiquiátrica forense","Telles, Lisieux Elaine de Borba, Folino, Jorge O., Taborda, José G. V.","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 03-07","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100002&lang=pt" 
"S0101-81082011000100007-scl","Driving Cognitions Questionnaire: estudo de equivalência semântica","Carvalho, Marcele Regine de, Costa, Rafael Thomaz da, Sardinha, Aline, Melo-Neto, Valfrido Leão de, Nardi, Antonio Egidio","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 35-47","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100007&lang=pt" 
"S0101-81082011000100010-scl","Trauma complexo e suas implicações diagnósticas","Viola, Thiago Wendt, Schiavon, Bruno Kluwe, Renner, Anelise Meurer, Grassi-Oliveira, Rodrigo","Revista de Psiquiatria do Rio Grande do Sul; 33(1); 55-62","Revista de Psiquiatria do Rio Grande do Sul","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082011000100010&lang=pt" 
"S1678-91992011000100001-scl","Universities and neglected diseases: it is not enough to have the knowledge, it must be applied","Caramori, CA, Barraviera, B","Journal of Venomous Animals and Toxins including Tropical Diseases; 17(1); 1-3","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992011000100001&lang=pt" 
"S1678-91992011000100004-scl","Biochemical and biological evaluation of gyroxin isolated from Crotalus durissus terrificus venom","Barros, LC, Soares, AM, Costa, FL, Rodrigues, VM, Fuly, AL, Giglio, JR, Gallacci, M, Thomazini-Santos, IA, Barraviera, SRCS, Barraviera, B, Ferreira Junior, RS","Journal of Venomous Animals and Toxins including Tropical Diseases; 17(1); 23-33","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992011000100004&lang=pt" 
"S1678-91992011000100006-scl","Efficacy of tannins from Mimosa pudica and tannic acid in neutralizing cobra (Naja kaouthia) venom","Sia, FY, Vejayan, J, Jamuna, A, Ambu, S","Journal of Venomous Animals and Toxins including Tropical Diseases; 17(1); 42-48","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992011000100006&lang=pt" 
"S1678-91992011000100007-scl","Biological characterization of a myotoxin phosphoplipase A2 homologue purified from the venom of the snake Bothrops moojeni","Queiroz, MR, Mamede, CC, Fonseca, KC, Canabrava, LCMN, França, LV, Silva, MC, Stanziola, L, Beletti, ME, Canabrava, HAN, Oliveira, F","Journal of Venomous Animals and Toxins including Tropical Diseases; 17(1); 49-58","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992011000100007&lang=pt" 
"S1678-91992011000100012-scl","Leptospiral antibodies in wild boars (Sus scrofa) bred in Brazil","Fornazari, F, Camossi, LG, Silva, RC, Guazzelli, A, Ribeiro, MG, Chiacchio, SB, Langoni, H","Journal of Venomous Animals and Toxins including Tropical Diseases; 17(1); 94-97","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992011000100012&lang=pt" 
"S1678-91992011000100015-scl","Unusual fatal multiple-organ dysfunction and pancreatitis induced by a single wasp sting","Azad, C, Parmar, VR, Jat, KR","Journal of Venomous Animals and Toxins including Tropical Diseases; 17(1); 108-110","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992011000100015&lang=pt" 
