"S0256-95742010000800003-sza","Approval of chronic medication: discovery health hits new lows","Rayner, Brian","SAMJ: South African Medical Journal; 100(8); 482-482","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800003&lang=pt" 
"S0256-95742010000800004-sza","IVH: the rise (and fall) of the surfactant dose?","Lutchman, Dhamend","SAMJ: South African Medical Journal; 100(8); 482-482","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800004&lang=pt" 
"S0256-95742010000800005-sza","&#039;No deals&#039; for unlucky few strikers: HPCSA","Bateman, Chris","SAMJ: South African Medical Journal; 100(8); 484-486","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800005&lang=pt" 
"S0256-95742010000800006-sza","Want private sector help? Make state health care managers accountable&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 100(8); 487-490","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800006&lang=pt" 
"S0256-95742010000800007-sza","Mostly warnings for welfare staff who stole/squandered R70 million","Bateman, Chris","SAMJ: South African Medical Journal; 100(8); 490-491","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800007&lang=pt" 
"S0256-95742010000800011-sza","Lionel Shelsley (LS) Smith (10 july 1922 - 29 november 2009)","(Deon) Knobel, G J, Sanders, Hannah Reeve","SAMJ: South African Medical Journal; 100(8); 504-504","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800011&lang=pt" 
"S0256-95742010000800012-sza","The four pillars of rheumatic heart disease control","Mayosi, Bongani M","SAMJ: South African Medical Journal; 100(8); 506-506","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800012&lang=pt" 
"S0256-95742010000800013-sza","A paradoxical reduction in upper genital tract infection despite the massive HIV epidemic","Gumata, Nomonde, Pattinson, Robert","SAMJ: South African Medical Journal; 100(8); 508-509","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800013&lang=pt" 
"S0256-95742010000800014-sza","Pleuro-pulmonary disease in central South Africa: a thoracicsurgical deficiency","Linegar, A, van Zyl, G, Smit, F, Goldstraw, P","SAMJ: South African Medical Journal; 100(8); 510-512","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800014&lang=pt" 
"S0256-95742010000800015-sza","Haiti: the South African perspective","van Hoving, Daniël J, Smith, Wayne P, Kramer, Efraim B, Vries, Shaheem de, Docrat, Fathima, Wallis, Lee A","SAMJ: South African Medical Journal; 100(8); 513-515","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800015&lang=pt" 
"S0256-95742010000800016-sza","Canada&#039;s health care system: a relevant approach for South Africa?","Birn, Anne-Emanuelle, Nixon, Stephanie","SAMJ: South African Medical Journal; 100(8); 516-520","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800016&lang=pt" 
"S0256-95742010000800017-sza","Does South Africa need a national clinical trials support unit?","Siegfried, N, Volmink, J, Dhansay, A","SAMJ: South African Medical Journal; 100(8); 521-524","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800017&lang=pt" 
"S0256-95742010000800018-sza","Can fireworks-related injuries to children during festivities be prevented?","Smittenberg, M N, Lungelow, D, Rode, H, van As, A B, Millar, A J W","SAMJ: South African Medical Journal; 100(8); 525-528","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800018&lang=pt" 
"S0256-95742010000800019-sza","The microbiology of acute complicated bacterial sinusitis at the University of the Witwatersrand","Olwoch, Ian Paul","SAMJ: South African Medical Journal; 100(8); 529-533","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800019&lang=pt" 
"S0256-95742010000800020-sza","Balantidium coli-induced pulmonary haemorrhage with iron deficiency","Koopowitz, A, Smith, P, van Rensburg, N, Rudman, A","SAMJ: South African Medical Journal; 100(8); 534-536","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800020&lang=pt" 
"S0256-95742010000800008-sza","Multiple organ failure: death of consumer protection?","Steinman, H A, Jobson, M R","SAMJ: South African Medical Journal; 100(8); 494-497","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800008&lang=pt" 
"S0256-95742010000800009-sza","Haitian reflections","Docrat, Fathima","SAMJ: South African Medical Journal; 100(8); 498-500","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800009&lang=pt" 
"S0256-95742010000800010-sza","Requiem for Babinski","Ellis, Chris","SAMJ: South African Medical Journal; 100(8); 502-502","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800010&lang=pt" 
"S0256-95742010000800001-sza","Delusions: what truth to believe?","Niekerk, J P de V van","SAMJ: South African Medical Journal; 100(8); 479-479","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000800001&lang=pt" 
"S1806-37132010000400017-scl","Monitorização portátil no diagnóstico da apneia obstrutiva do sono: situação atual, vantagens e limitações","Polese, Jéssica Fábia, Santos-Silva, Rogério, Kobayashi, Rafael Freire, Pinto, Indira Nunes de Paula, Tufik, Sérgio, Bittencourt, Lia Rita Azeredo","Jornal Brasileiro de Pneumologia; 36(4); 498-505","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400017&lang=pt" 
"S1519-566X2010000400001-scl","Phenotypic plasticity and fitness in egg parasitoids","Boivin, Guy","Neotropical Entomology; 39(4); 457-463","Neotropical Entomology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2010000400001&lang=pt" 
"S1519-566X2010000400007-scl","Caracterização bromatológica de cultivares de amoreira, Morus spp., e determinação dos índices nutricionais de Bombyx mori L. (Lepidoptera: Bombycidae)","Meneguim, Ana M, Lustri, Cristina, Oliveira, Dássia D de, Yada, Inês F U, Pasini, Amarildo","Neotropical Entomology; 39(4); 506-512","Neotropical Entomology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2010000400007&lang=pt" 
