"S0102-33062001000200008-scl","Caracterização fitofisionômica e levantamento florístico preliminar no Pantanal dos Rios Mortes-Araguaia, Cocalinho, Mato Grosso, Brasil","Marimon, Beatriz Schwantes, Lima, Edson de Souza","Acta Botanica Brasilica; 15(2); 213-229","Acta Botanica Brasilica","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062001000200008&lang=pt" 
"S1415-52732001000200001-scl","Consumo alimentar de adolescentes matriculados em um colégio particular de Teresina, Piauí, Brasil","CARVALHO, Cecilia Maria Resende Gonçalves de, NOGUEIRA, Apolonia Maria Tavares, TELES, João Batista Mendes, PAZ, Suzana Maria Rebêlo da, SOUSA, Rosângela Maria Lopes de","Revista de Nutrição; 14(2); 85-93","Revista de Nutrição","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732001000200001&lang=pt" 
"S1415-52732001000200002-scl","Estado nutricional e ingestão alimentar de pessoas com fibrose cística","FIATES, Giovanna Medeiros Rataichesck, BARBOSA, Eliana, AULER, Flávia, FEITEN, Simone Flach, MIRANDA, Fabiane","Revista de Nutrição; 14(2); 95-101","Revista de Nutrição","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732001000200002&lang=pt" 
"S1415-52732001000200005-scl","Ocorrência de resíduos de antibióticos no leite comercializado em Piracicaba, SP","NASCIMENTO, Gislene Garcia Franco do, MAESTRO, Vanessa, CAMPOS, Mara Silvia Pires de","Revista de Nutrição; 14(2); 119-124","Revista de Nutrição","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732001000200005&lang=pt" 
"S1415-52732001000200007-scl","Suplementação de vitaminas na prevenção de câncer","SILVA, Cyntia Rosa de Melo, NAVES, Maria Margareth Veloso","Revista de Nutrição; 14(2); 135-143","Revista de Nutrição","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732001000200007&lang=pt" 
"S1415-52732001000200004-scl","A formação de pediatras e nutricionistas: a dimensão humana","AMORIM, Suely Teresinha Schmidt Passos de, MOREIRA, Herivelto, CARRARO, Telma Elisa","Revista de Nutrição; 14(2); 111-118","Revista de Nutrição","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732001000200004&lang=pt" 
"S0212-71992001000800016-esp","Taponamiento cardiaco como manifestación inicial del lupus eritematoso sistémico","Aróstegui Lavilla, J., García Vivar, M. L., Galíndez Agirregoikoa, E., García Llorente, J. F., Aranburu Albizuri, J. M.","Anales de Medicina Interna; 18(8); 61-62","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000800016&lang=pt" 
"S0212-71992001000800011-esp","Linfedema asociado a enfermedad de Lyme","Díaz Peromingo, J. A., Guerra, J. L., Mazzuchelli, R., Pía, G., Sesma, P.","Anales de Medicina Interna; 18(8); 57-58","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000800011&lang=pt" 
"S0212-71992001000800013-esp","Bacteriemia por Flavimonas oryzihabitans en un paciente no neutropénico con enfermedad cardiaca","Treviño Castellano, M., García-Zabarte, A., Losada Arias, E., García-Riestra, C., Regueiro García, B. J.","Anales de Medicina Interna; 18(8); 58-59","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000800013&lang=pt" 
"S0212-71992001000800012-esp","Quemaduras en la mucosa oral y erosiones cutáneas","Ameneiros Lago, E., Mariño Callejo, A., Echarri Piudo, A., Sesma Sánchez, P.","Anales de Medicina Interna; 18(8); 58-58","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000800012&lang=pt" 
"S0212-71992001000800004-esp","Factores pronósticos de la bacteriemia: estudio prospectivo","Pazos Añón, R., Fernández Rodríguez, R., Paz Vidal, I., Tinajas, A., Cantón, I., Abel, V., González, R., Martínez, R., Gayoso, P., Fernández Álvarez, O.","Anales de Medicina Interna; 18(8); 23-28","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000800004&lang=pt" 
