"S0718-50062012000400006-chl","Composición Factorial de una Escala de Autoeficacia en el Ámbito del Trabajo en Equipo y Liderazgo en Universitarios de Ciencias de la Salud","Gastélum, Gabriel, Guedea, Julio C, Viciana, Jesús, Peinado, Jesús E","Formación universitaria; 5(4); 49-60","Formación universitaria","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50062012000400006&lang=pt" 
"S0717-75262012000300001-chl","CERTIFICACIÓN Y RECERTIFICACIÓN DE ESPECIALISTAS MÉDICOS","Gayán Barba, Patricio","Revista chilena de obstetricia y ginecología; 77(3); 173-174","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300001&lang=pt" 
"S0717-75262012000300002-chl","Calidad de vida en mujeres con alteraciones del piso pélvico: revisión de la literatura","Flores E, Claudia, Pizarro B, Javier","Revista chilena de obstetricia y ginecología; 77(3); 175-182","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300002&lang=pt" 
"S0717-75262012000300003-chl","Cambios en la distribución etaria de las madres en Chile y en el Hospital Clínico de la Universidad de Chile y su influencia en la morbimortalidad neonatal","Ramírez R, Constanza, Nazer H, Julio, Cifuentes O, Lucía, Águila R, Alfredo, Gutiérrez R, Rodrigo","Revista chilena de obstetricia y ginecología; 77(3); 183-189","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300003&lang=pt" 
"S0717-75262012000300004-chl","Videotoracoscopía en cáncer de ovario avanzado con sospecha de compromiso torácico","Rojas S, Sergio, Bravo O, Erasmo, Alonso M, Catalina, Parry R, Santiago","Revista chilena de obstetricia y ginecología; 77(3); 190-194","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300004&lang=pt" 
"S0718-221X2012000200010-chl","Effect of thermal rectification on colors of Eucalyptus Saligna and Pinus caribaea Woods","Sodero Martins Pincelli, Ana Lúcia Piedade, de Moura, Luiz Fernando, Brito, José Otávio","Maderas. Ciencia y tecnología; 14(2); 239-248","Maderas. Ciencia y tecnología","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200010&lang=pt" 
"S0044-59672012010400001-scl","Amazonian flooded forests have higher fish species diversity at night","Noveras, Janete, Yamamoto, Kedma C, Freitas, Carlos EC","Acta Amazonica; 42(4); -","Acta Amazonica","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012010400001&lang=pt" 
"S1413-81232012010900001-scl","Revista Ciência e Saúde Coletiva lança edição especial sobre suicídio de idosos em Seminário","Cavalcante, Fatima Gonçalves","Ciência &amp; Saúde Coletiva; 17(8); -","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232012010900001&lang=pt" 
"S1413-81232012010900001-spa","Revista Ciência e Saúde Coletiva lança edição especial sobre suicídio de idosos em Seminário","Cavalcante, Fatima Gonçalves","Ciência &amp; Saúde Coletiva; 17(8); -","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012010900001&lang=pt" 
"S0718-28132012000100002-chl","Implicancia del Decreto 117 en la demanda sísmica y respuesta global en edificios de Antofagasta","Music, Juan, Tapia, Patricio, Fleming, Wagner","Obras y proyectos; (11); 19-26","Obras y proyectos","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100002&lang=pt" 
"S0718-28132012000100003-chl","Chile, energía y desarrollo","Pastén, César","Obras y proyectos; (11); 28-39","Obras y proyectos","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100003&lang=pt" 
"S0718-28132012000100004-chl","A preliminary study of seismic microzonation of Concepción based on microtremors, geology and damages patterns","Leyton, Felipe, Montalva, Gonzalo, Ramírez, Paola","Obras y proyectos; (11); 40-46","Obras y proyectos","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100004&lang=pt" 
"S0718-28132012000100005-chl","ON THE MILD AND WILD MECHANICAL ROUGHNESS OF THE LITHOSPHERE","Gudehus, Gerd","Obras y proyectos; (11); 48-60","Obras y proyectos","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100005&lang=pt" 
"S0718-28132012000100006-chl","Análisis del proceso constructivo y variabilidad de parámetros geotécnicos en la capacidad de carga de micropilotes usando elementos finitos aleatorios","Mendoza, Christian, Ramos, Alfonso M, Cunha, Renato, Lizcano, Arcesio","Obras y proyectos; (11); 61-70","Obras y proyectos","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100006&lang=pt" 
"S0718-28132012000100007-chl","Estudio de los procesos hidrológicos de la cuenca del Río Diguillín","Zúñiga, René, Muñoz, Enrique, Arumí, José Luis","Obras y proyectos; (11); 69-78","Obras y proyectos","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100007&lang=pt" 
"S0718-28132012000100001-chl","Implicaciones del tsunami de Tohoku del año 2011 para la gestión de desastres naturales en Japón","Shibayama, Tomoya, Esteban, Miguel, Nistor, Ioan, Takagi, Hiroshi, Nguyen, Thao, Matsumaru, Ryo, Mikami, Takahito, Ohira, Koichiro, Ohtani, Akira","Obras y proyectos; (11); 4-17","Obras y proyectos","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132012000100001&lang=pt" 
"S0717-93082012000200001-chl","La necesidad de inmediatez de resultados: uno de los grandes desafíos en Radiología","Silva Fuente-Alba, Claudio","Revista chilena de radiología; 18(2); 47-47","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200001&lang=pt" 
"S0717-93082012000200002-chl","Estudio cerebral por resonancia magnética","Latorre B, Patricio, Dellien Z, Holvis, Wenger C, Ricardo, Carreño A, Fernando","Revista chilena de radiología; 18(2); 48/88-89","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200002&lang=pt" 
"S0717-93082012000200003-chl","Manejo actual de la estenosis de carótida: Tratamiento endovascular comparado con endarterectomía","Jiménez G, Elvira, Oteros F, Rafael, Delgado A, Fernando, Cano S, Antonio","Revista chilena de radiología; 18(2); 49-57","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200003&lang=pt" 
"S0717-93082012000200004-chl","Bocio amiloide: A propósito de un caso","Pons E, Albert, Muntané S, Amadeo, Aixut L, Sonia, Aja R, Lucía, Mora M, Paloma","Revista chilena de radiología; 18(2); 59-61","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200004&lang=pt" 
"S0717-93082012000200005-chl","Análisis cuantitativo de variables hemodinámicas de la aorta obtenidas de 4D flow","Sotelo P, Julio, Salas F, Rodrigo, Tejos N, Cristián, Chabert, Sterén, Uribe A, Sergio","Revista chilena de radiología; 18(2); 62-67","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200005&lang=pt" 
"S0717-93082012000200006-chl","Malformación linfangiomatosa intestinal con tejido pancreático ectópico: A propósito de un caso y revisión de la literatura","Torga S, Selena, Raposo R, Lucía, Yagüe Z, Esther, Vega M, Nataliz","Revista chilena de radiología; 18(2); 70-72","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200006&lang=pt" 
"S0717-93082012000200007-chl","¿Es concordante el tamaño tumoral medido en resonancia magnética mamaria y el de la biopsia quirúrgica en pacientes con cáncer de mama, tratadas con quimioterapia neoadyuvante?","Uchida S, Marcela, Grudsky P, Daniel, Vergara D, Felipe, Pinochet T, Miguel A, Horvath, Eleonora, Wenzel K, Heriberto, Soto N, Eduardo","Revista chilena de radiología; 18(2); 74-78","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200007&lang=pt" 
"S0717-93082012000200008-chl","Percepción de la población respecto a los riesgos asociados a los estudios de imágenes","Carvajal B, M. Carolina, Vallejo P, Roberto, Bazaes C, Rodrigo, Varela U, Cristián, Zavala, Aquiles, Alvarez G, Daniel","Revista chilena de radiología; 18(2); 80-84","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200008&lang=pt" 
"S0717-93082012000200009-chl","El signo del surco profundo","Pérez M, Manuela, Moënne B, Karla, Bitar H, Patricia","Revista chilena de radiología; 18(2); 85-87","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000200009&lang=pt" 
"S0044-59672012000400001-scl","Antônio de Azevedo Corrêa (*1953- † 2010)","Cavalcanti, Marcela Amazonas","Acta Amazonica; 42(4); 455-456","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400001&lang=pt" 
