"S0718-80722012000100005-chl","Obligaciones y responsabilidad civil","Pizarro Wilson, Carlos","Revista chilena de derecho privado; (18); 181-185","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100005&lang=pt" 
"S0718-80722012000100006-chl","CONTRATOS ESPECIALES","de la Maza Gazmuri, Iñigo","Revista chilena de derecho privado; (18); 187-204","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100006&lang=pt" 
"S0718-80722012000100007-chl","Derecho de familia, sucesorio y regímenes matrimoniales","Etcheberry Court, Leonor","Revista chilena de derecho privado; (18); 205-214","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100007&lang=pt" 
"S0718-80722012000100008-chl","DERECHO DEL CONSUMO","Barrientos Camus, Francisca","Revista chilena de derecho privado; (18); 215-222","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100008&lang=pt" 
"S0718-80722012000100010-chl","DERECHO PROCESAL CIVIL","Fuentes Maureira, Claudio, Vargas Pavez, Macarena","Revista chilena de derecho privado; (18); 243-258","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100010&lang=pt" 
"S0718-80722012000100011-chl","JUAN ANDRÉS ORREGO ACUÑA, EL CONTRATO DE ARRENDAMIENTO","PONCE DE LEON SOLÍS, VIVIAN","Revista chilena de derecho privado; (18); 261-269","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100011&lang=pt" 
"S0718-80722012000100009-chl","DERECHO CORPORATIVO Y DE LIBRE COMPETENCIA","Gaspar, José Antonio, Araya Jasma, Fernando","Revista chilena de derecho privado; (18); 223-241","Revista chilena de derecho privado","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722012000100009&lang=pt" 
"S0100-204X2012000700006-scl","Análise temporal e controle da mancha-anular e do ácaro vetor do Coffee ringspot virus","Almeida, João Eduardo Melo de, Mori, Arnaldi Eiki, Pozza, Edson Ampélio, Reis, Paulo Rebelles, Figueira, Antonia dos Reis","Pesquisa Agropecuária Brasileira; 47(7); 913-919","Pesquisa Agropecuária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2012000700006&lang=pt" 
"S0100-204X2012000700018-scl","Carbono do solo e atributos de fertilidade em resposta à calagem superficial em plantio direto","Briedis, Clever, Sá, João Carlos de Moraes, Caires, Eduardo Fávero, Navarro, Jaqueline de Fátima, Inagaki, Thiago Massao, Ferreira, Ademir de Oliveira","Pesquisa Agropecuária Brasileira; 47(7); 1007-1014","Pesquisa Agropecuária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2012000700018&lang=pt" 
"S0718-09502012000100010-chl","Los derechos fundamentales de las menores en las causales de despenalización del aborto (Juez de tutela y Corte Constitucional colombiana)","Bernal Crespo, Julia Sandra","Revista de derecho (Valdivia); 25(1); 227-235","Revista de derecho (Valdivia)","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502012000100010&lang=pt" 
"S0718-09502012000100011-chl","Los derechos económicos y sociales como canon hermenéutico (Tribunal Constitucional)","Henríquez Herrera, Ian","Revista de derecho (Valdivia); 25(1); 237-242","Revista de derecho (Valdivia)","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502012000100011&lang=pt" 
"S0718-09502012000100012-chl","Control judicial de las reglas de la sana crítica (Corte Suprema)","Hunter Ampuero, Iván","Revista de derecho (Valdivia); 25(1); 243-251","Revista de derecho (Valdivia)","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502012000100012&lang=pt" 
"S0718-09502012000100013-chl","Sentencia sobre adopción: ¿Y el interés superior del adoptado en el caso concreto? (Corte Suprema)","Turner Saelzer, Susan","Revista de derecho (Valdivia); 25(1); 253-263","Revista de derecho (Valdivia)","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502012000100013&lang=pt" 
"S0718-09502012000100014-chl","CRISTI, RENATO, El pensamiento político de Jaime Guzmán: una biografía intelectual","Muñoz León, Fernando","Revista de derecho (Valdivia); 25(1); 267-269","Revista de derecho (Valdivia)","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502012000100014&lang=pt" 
"S0718-09502012000100015-chl","","Lazo González, Patricio","Revista de derecho (Valdivia); 25(1); 269-275","Revista de derecho (Valdivia)","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502012000100015&lang=pt" 
"S1850-275X2012000100001-arg","Editorial","Grimberg, Mabel","Cuadernos de antropología social; (35); 7-7","Cuadernos de antropología social","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2012000100001&lang=pt" 
"S1850-275X2012000100002-arg","Pensar el sujeto, descentrar la antropología","Agier, Michel","Cuadernos de antropología social; (35); 9-27","Cuadernos de antropología social","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2012000100002&lang=pt" 
