"S0864-21252007000400001-cub","Promoción de salud versus pobreza","Luna Morales, Cristina, Gandul Salabarría, Luis","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400001&lang=pt" 
"S0864-21252007000400002-cub","Las urgencias en la atención primaria: Utilización del servicio","Díaz Novás, José, Guinart Zayas, Nancy","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400002&lang=pt" 
"S0864-21252007000400003-cub","Morbimortalidad por enfermedad cerebrovascular de tipo isquémica","González González, Adianis, Campillo Motilva, Rita","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400003&lang=pt" 
"S0864-21252007000400005-cub","Factores clínicos relacionados con la hipertensión arterial en pacientes con trastornos de tolerancia a los carbohidratos","Yanes Quesada, Marelys, Perich Amador, Pedro, González Suárez, Roberto, Yanes Quesada, Miguel Ángel, Cruz Hernández, Jeddú, Vázquez Díaz, Guillermo José","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400005&lang=pt" 
"S0864-21252007000400006-cub","Tratamiento magnético de los traumatismos no complicados: Reportes preliminares","Espinosa Álvarez, René F, Montero García, José de la Luz, Novoa Blanco, Jesús Francisco","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400006&lang=pt" 
"S0864-21252007000400007-cub","Hipertensión arterial y algunos factores de riesgo asociados en la mujer de edad mediana","Lugones Botell, Miguel, Macides Gómez, Yanisbel, Miyar Pieiga, Emilia","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400007&lang=pt" 
"S0864-21252007000400009-cub","¿Qué hacemos con un hipertenso de edad avanzada?","Guinart Zayas, Nancy","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400009&lang=pt" 
"S0864-21252007000400010-cub","Linfoma no Hodgkin en pacientes con SIDA: una reflexión necesaria","Cofiño González, Eduardo, Bandera Tirado, Juan Francisco, Berdasquera Corcho, Denis, Rodríguez Delgado, Francisco","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400010&lang=pt" 
"S0864-21252007000400011-cub","Inmunonutrición en el adulto mayor","Castellanos Puerto, Edelis","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400011&lang=pt" 
"S0864-21252007000400012-cub","Factores de riesgo de preeclampsia: enfoque inmunoendocrino. Parte I","Cruz Hernández, Jeddú, Hernández García, Pilar, Yanes Quesada, Marelis, Isla Valdés, Ariana","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400012&lang=pt" 
"S0864-21252007000400013-cub","Resúmenes sobre preeclampsia","","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400013&lang=pt" 
"S0864-21252007000400014-cub","Cólico renoureteral producido por gusano redondo (Ascaris lumbricoides)","Barroso de la Cruz, Emilio Simón, Bello Núñez, Milay","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400014&lang=pt" 
"S0864-21252007000400015-cub","Bibliomed sobre salud materna","","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400015&lang=pt" 
"S0864-21252007000400016-cub","Medicina, arte y deporte: Charcot, Niven y Gehrig","Díaz Novás, José, Gallego Machado, Bárbara Rosa","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400016&lang=pt" 
"S0864-21252007000400004-cub","Una valoración experimental de la energía piramidal: Implicaciones para la práctica médica","Hernández González, Pedro Luis, Perera Calderín, Alfredo, Ulloa Martínez, Alberto","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400004&lang=pt" 
"S0103-507X2007000400005-scl","Déficit de base à admissão na unidade de terapia intensiva: um indicador de mortalidade precoce","Bezerra, Iara Serra Azul Machado, Ribeiro, Espártacos, Peixoto Junior, Arnaldo Aires, Meneses, Francisco Albano de","Revista Brasileira de Terapia Intensiva; 19(4); 434-436","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000400005&lang=pt" 
"S0103-507X2007000400014-scl","Como melhorar a comunicação e prevenir conflitos nas situações de terminalidade na Unidade de Terapia Intensiva","Moritz, Rachel Duarte","Revista Brasileira de Terapia Intensiva; 19(4); 485-489","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000400014&lang=pt" 
"S0717-95532007000200001-chl","CIENCIA Y ENFERMERÍA Y LAS REDES DE EDITORES DE REVISTAS CIENTÍFICAS","VALENZUELA SUAZO, SANDRA","Ciencia y enfermería; 13(2); 7-7","Ciencia y enfermería","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95532007000200001&lang=pt" 
"S0717-95532007000200002-chl","LA TEORÍA FEMINISTA POST-ESTRUCTURALISTA Y SU UTILIDAD EN LA CIENCIA DE ENFERMERÍA","URRA MEDINA, EUGENIA","Ciencia y enfermería; 13(2); 9-16","Ciencia y enfermería","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95532007000200002&lang=pt" 
"S0717-95532007000200003-chl","CONTRIBUIR A LA CALIDAD DEL MORIR EN EL CANCER","ESPINOZA V, MARITZA, SANHUEZA A, OLIVIA","Ciencia y enfermería; 13(2); 17-23","Ciencia y enfermería","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95532007000200003&lang=pt" 
"S0004-27302007000900016-scl","Redução da densidade mineral óssea em mulheres na menacme com prolactinoma","Bussade, Isabela, Naliato, Erika C.O., Mendonça, Laura Maria C., Violante, Alice H.D., Farias, Maria Lucia F.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1522-1527","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900016&lang=pt" 
"S0004-27302007000900015-scl","Influência do excesso de peso corporal e da adiposidade central na glicemia e no perfil lipídico de pacientes portadores de diabetes mellitus tipo 2","Vasques, Ana Carolina J., Pereira, Patrícia F., Gomide, Rita Maria, Batista, Maria Conceição R., Campos, Maria Teresa F.S., Sant&#039;Ana, Luciana F.R., Rosado, Lina Enriqueta F.P.L., Priore, Silvia Eloiza","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1516-1521","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900015&lang=pt" 
"S0004-27302007000900006-scl","TSH levels associated with slimming pill use in a population-based study of brazilian women","Sichieri, Rosely, Andrade, Roseli, Baima, Jader, Henriques, Jodelia, Vaisman, Mario","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1448-1451","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900006&lang=pt" 
"S0004-27302007000900013-scl","Avaliação da secreção e resistência insulínica em indivíduos com diferentes graus de tolerância à glicose - do metabolismo normal ao diabetes mellitus","Corrêa, Fernanda H., Nogueira, Verônica G., Bevilácqua, Maria de Fátima, Gomes, Marília de Brito","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1498-1505","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900013&lang=pt" 
"S0004-27302007000900012-scl","Hipoglicemia na infância: resultados de um protocolo de avaliação prospectiva em crianças com até 1 ano de idade","Rodrigues, Ticiana C., Colli, Maikel, Czepielewski, Mauro A.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1493-1497","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900012&lang=pt" 
"S0004-27302007000900011-scl","Impacto do hipotireoidismo subclínico na resposta cárdio-pulmonar em esforço e na recuperação","Mainenti, Míriam R.M., Teixeira, Patrícia F.S., Oliveira, Fátima P., Vaisman, Mário","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1485-1492","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900011&lang=pt" 
"S0004-27302007000900001-scl","Avanços e desafios na compreensão da etiopatogênese da síndrome de Cushing associada a receptores &quot;ilícitos&quot;","Antonini, Sonir R.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1413-1414","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900001&lang=pt" 
"S0004-27302007000900003-scl","Abuso de esteróides anabolizantes e seu impacto sobre a função tireóidea","Fortunato, Rodrigo S., Rosenthal, Doris, Carvalho, Denise P. de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1417-1424","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900003&lang=pt" 
"S0004-27302007000900010-scl","Desenvolvimento de um método para a determinação da iodúria e sua aplicação na excreção urinária de iodo em escolares brasileiros","Esteves, Roberto Z., Kasamatsu, Teresa S., Kunii, Ilda S., Furuzawa, Gilberto K., Vieira, José Gilberto H., Maciel, Rui M.B.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1477-1484","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900010&lang=pt" 
"S0004-27302007000900005-scl","Cetoacidose diabética em adultos: atualização de uma complicação antiga","Barone, Bianca, Rodacki, Melanie, Cenci, Maria Claudia Peixoto, Zajdenverg, Lenita, Milech, Adolpho, Oliveira, José Egidio P. de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1434-1447","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900005&lang=pt" 
"S0004-27302007000900022-scl","Os efeitos do trabalho em turnos no controle metabólico de pacientes diabéticos","Rodrigues, Ticiana C., Canani, Luis Henrique S.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1553-1554","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900022&lang=pt" 
"S0004-27302007000900009-scl","Screening of RET gene mutations in multiple endocrine neoplasia type-2 using Conformation Sensitive Gel Electrophoresis (CSGE)","Santos, Marcelo A. C. G. dos, Quedas, Elisangela Pereira de S., Toledo, Rodrigo de Almeida, Lourenço-Júnior, Delmar M., Toledo, Sergio Pereira de A.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1468-1476","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900009&lang=pt" 
"S0004-27302007000900021-scl","Atresia de coanas associada ao uso de tapazol na gestação","Fagundes, Tiago Alvarenga, Reis, Janice Sepúlveda, Rosário, Pedro W. Souza do, Carvalho, Paulo A. Miranda, Purisch, Saulo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1551-1552","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900021&lang=pt" 
"S0004-27302007000900014-scl","Síndrome Metabólica, seus fenótipos e resistência à insulina pelo HOMA-RI","Oliveira, Ernesto P. de, Lima, Maria das Dores A. de, Souza, Mirabeau Levi A. de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1506-1515","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900014&lang=pt" 
"S0004-27302007000900018-scl","Cardiomiopatia dilatada reversível relacionada a hipertireoidismo","Wildemberg, Luiz Eduardo A., Sousa, Luciana Lopes de, Fonseca, Lara P. Monteiro da, Souza, Marcus V. Leitão de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 51(9); 1533-1538","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302007000900018&lang=pt" 
"S0074-02762007000800015-scl","Polymorphism in the promoter region of the mannose-binding lectin gene among human T-cell lymphotropic virus infected subjects","Alves, AEM, Hermes, RB, Tamegão-Lopes, B, Machado, LFA, Azevedo, VN, Ishak, MOG, Ishak, R, Lemos, JAR, Vallinoto, ACR","Memórias do Instituto Oswaldo Cruz; 102(8); 991-994","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800015&lang=pt" 
"S0074-02762007000800016-scl","Identification of hepatitis C virus subtype 2c by sequencing analysis in patients from Córdoba, Argentina","Ré, Viviana, Contigiani, Marta, Yoshida, Clara Fumiko Tachibana, Lampe, Elisabeth","Memórias do Instituto Oswaldo Cruz; 102(8); 995-998","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800016&lang=pt" 
"S0074-02762007000800017-scl","Evaluation of a modified culture medium for Borrelia burgdorferi sensu lato","Rodríguez, Islay, Lienhard, Reto, Gern, Lise, Veuve, Marie Colette, Jouda, Fatima, Siegrist, Hans H, Fernández, Carmen, Rodríguez, José Enrique","Memórias do Instituto Oswaldo Cruz; 102(8); 999-1002","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800017&lang=pt" 
"S0074-02762007000800005-scl","First isolation of microorganisms from the gut diverticulum of Aedes aegypti (Diptera: Culicidae): new perspectives for an insect-bacteria association","Gusmão, Desiely Silva, Santos, Adão Valmir, Marini, Danyelle Cristine, Russo, Érica de Souza, Peixoto, Anelise Maria Dias, Bacci Júnior, Maurício, Berbert-Molina, Marília Amorim, Lemos, Francisco José Alves","Memórias do Instituto Oswaldo Cruz; 102(8); 919-924","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800005&lang=pt" 
"S0074-02762007000800018-scl","First encounter of subclinical human Leishmania (Viannia) infection in State of Rio Grande do Sul, Brazil","Fagundes, Aline, Marzochi, Mauro CA, Fernandes, Octavio, Perez, Mauricio A, Schubach, Armando O, Schubach, Tânia MP, Amendoeira, Maria RR, Mouta-Confort, Eliame, Marzochi, Keyla BF","Memórias do Instituto Oswaldo Cruz; 102(8); 1003-1005","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800018&lang=pt" 
"S0074-02762007000800019-scl","A thirty years follow-up study on Schistosomiasis mansoni in a community of Minas Gerais, Brazil","Conceição, Maria José, Borges-Pereira, José, Coura, José Rodrigues","Memórias do Instituto Oswaldo Cruz; 102(8); 1007-1009","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800019&lang=pt" 
"S0074-02762007000800012-scl","Molecular characterization of astrovirus in stool samples from children in São Paulo, Brazil","Resque, Hugo Reis, Munford, Veridiana, Castilho, Juliana Galera, Schmich, Herika, Caruzo, Thabata Alessandra Ramos, Rácz, Maria Lucia","Memórias do Instituto Oswaldo Cruz; 102(8); 969-974","Memórias do Instituto Oswaldo Cruz","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762007000800012&lang=pt" 
"S0100-736X2007001200001-scl","Editorial","","Pesquisa Veterinária Brasileira; 27(12); -","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007001200001&lang=pt" 
"S0100-736X2007001200002-scl","Avaliação ecocardiográfica em bezerros da raça Holandesa","Michima, Lilian E.S., Leal, Marta L.R., Bertagnon, Heloísa G., Fernandes, Wilson R., Benesi, Fernando J.","Pesquisa Veterinária Brasileira; 27(12); 481-486","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007001200002&lang=pt" 
"S0102-30982007000200001-scl","Nota do Editor","Ferreira, Carlos Eugenio de Carvalho","Revista Brasileira de Estudos de População; 24(2); 179-180","Revista Brasileira de Estudos de População","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982007000200001&lang=pt" 
"S0100-69912007000600012-scl","Revisão sistemática: uma revisão narrativa","Cordeiro, Alexander Magno, Oliveira, Glória Maria de, Rentería, Juan Miguel, Guimarães, Carlos Alberto","Revista do Colégio Brasileiro de Cirurgiões; 34(6); 428-431","Revista do Colégio Brasileiro de Cirurgiões","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912007000600012&lang=pt" 
"S0100-69912007000600011-scl","","Coelho, Marlos de Souza, Guimarães, Paulo de Souza Fonseca","Revista do Colégio Brasileiro de Cirurgiões; 34(6); 412-427","Revista do Colégio Brasileiro de Cirurgiões","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912007000600011&lang=pt" 
"S0102-69922007000300016-scl","Humanização do parto nos contextos público e privado no Distrito Federal","Nonato, Ticiana Ramos","Sociedade e Estado; 22(3); 788-789","Sociedade e Estado","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922007000300016&lang=pt" 
