"S0101-32892013000400007-scl","Bandas de congo e política oficial: cenários de tradições e transformações estéticas corporais","Anjos, José Luiz dos, Tavares, Otávio, Saneto, Juliana Guimarães","Revista Brasileira de Ciências do Esporte; 35(4); 897-911","Revista Brasileira de Ciências do Esporte","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892013000400007&lang=pt" 
"S0101-32892013000400006-scl","Avaliação na Educação Física escolar: singularidades e diferenciações de um componente curricular","Santos, Wagner dos, Maximiano, Francine de Lima","Revista Brasileira de Ciências do Esporte; 35(4); 883-896","Revista Brasileira de Ciências do Esporte","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892013000400006&lang=pt" 
"S0101-32892013000400005-scl","A visibilidade dos esportes e jogos por meio da filatelia brasileira","Penereiro, Júlio César, Cabrini, Fernanda Penereiro Henrique","Revista Brasileira de Ciências do Esporte; 35(4); 865-881","Revista Brasileira de Ciências do Esporte","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892013000400005&lang=pt" 
"S0101-32892013000400004-scl","Presencia curricular de la Psicología de la Actividad Física y del Deporte en los planes de estudio de pregrado y posgrado de Educación Física versus Psicología, en México","Reynaga-Estrada, Pedro, Landeros-Rubio, Alejandra Yazmín, Alonso Gómez, Tania Lorena, García Santana, Antonio","Revista Brasileira de Ciências do Esporte; 35(4); 847-863","Revista Brasileira de Ciências do Esporte","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892013000400004&lang=pt" 
"S0101-32892013000400009-scl","A campanha #foraricardoteixeira no Twitter: interações sociais e debate público a respeito do esporte","Mendes, Diego de Sousa, Silva, Arthur Franco e, Souza, Carla Monteiro, Sousa, Galdino Rodrigues de, Prado, Moacir Costa do, Morais, Rodrigo Augusto Resende, Barbosa, Taíse Giarola","Revista Brasileira de Ciências do Esporte; 35(4); 929-946","Revista Brasileira de Ciências do Esporte","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892013000400009&lang=pt" 
"S0101-32892013000400008-scl","Representações sobre corpo e educação da mulher na expansão do escotismo e do Bandeirantismo durante nas primeiras décadas do século XX","Herold Jr., Carlos, Vaz, Alexandre Fernandez","Revista Brasileira de Ciências do Esporte; 35(4); 913-927","Revista Brasileira de Ciências do Esporte","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892013000400008&lang=pt" 
"S0120-39162013000200004-col","Biopolítica y gubernamentalidad. Intereses, aprendizaje y cooperación contemporánea","Rubio Gaviria, David Andrés","Revista Colombiana de Educación; (65); 61-76","Revista Colombiana de Educación","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200004&lang=pt" 
"S0120-39162013000200005-col","Educación, biopolítica y gubernamentalidad. Entre el archivo y la actualidad: estados de un debate","Grinberg, Silvia Mariela","Revista Colombiana de Educación; (65); 77-98","Revista Colombiana de Educación","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200005&lang=pt" 
"S0120-39162013000200001-col","Presentación","Álvarez Gallego, Alejandro, Noguera, Carlos Ernesto","Revista Colombiana de Educación; (65); 13-16","Revista Colombiana de Educación","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200001&lang=pt" 
"S0120-39162013000200002-col","Governamentalidade e educação","Veiga-Neto, Alfredo","Revista Colombiana de Educación; (65); 19-42","Revista Colombiana de Educación","Português","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200002&lang=pt" 
"S0120-39162013000200003-col","A crisis of education as a crisis of goverment. On the exercise of the human animal in neoliberal times","Noguera-Ramírez, Carlos Ernesto","Revista Colombiana de Educación; (65); 43-60","Revista Colombiana de Educación","Inglês","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200003&lang=pt" 
"S0120-39162013000200008-col","La autogestión educativa y la gubernamentalidad liberal como superficie de emergencia de la educación popular","Álvarez Gallego, Alejandro","Revista Colombiana de Educación; (65); 141-164","Revista Colombiana de Educación","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200008&lang=pt" 
"S0120-39162013000200009-col","Educación en derechos humanos. Esbozo de una lectura biopolítica","Espinel Bernal, Óscar Orlando","Revista Colombiana de Educación; (65); 165-186","Revista Colombiana de Educación","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-39162013000200009&lang=pt" 
"S1646-98952013000200001-prt","Editorial: Sistemas e Tecnologias de Informação para Organizações Virtuais, Colaborativas e em Rede","Cruz-Cunha, Maria Manuela, Rocha, Álvaro","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (12); vii-xii","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952013000200001&lang=pt" 
