"S1517-97022002000100006-scl","Valores na escola","Menin, Maria Suzana De Stefano","Educação e Pesquisa; 28(1); 91-100","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100006&lang=pt" 
"S1517-97022002000100007-scl","Apresentação","Setton, Maria da Graça Jacintho","Educação e Pesquisa; 28(1); 103-106","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100007&lang=pt" 
"S1517-97022002000100002-scl","O método autobiográfico e os estudos com histórias de vida de professores: a questão da subjetividade","Bueno, Belmira Oliveira","Educação e Pesquisa; 28(1); 11-30","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100002&lang=pt" 
"S1517-97022002000100003-scl","Reescrevendo a história do ensino primário: o centenário da lei de 1827 e as reformas Francisco Campos e Fernando de Azevedo","Vidal, Diana Gonçalves, Faria Filho, Luciano Mendes de","Educação e Pesquisa; 28(1); 31-50","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100003&lang=pt" 
"S1517-97022002000100004-scl","Educação Física escolar e ditadura militar no Brasil (1968-1984): história e historiografia","Oliveira, Marcus Aurélio Taborda de","Educação e Pesquisa; 28(1); 51-75","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100004&lang=pt" 
"S1517-97022002000100008-scl","Família, escola e mídia: um campo com novas configurações","Setton, Maria da Graça Jacintho","Educação e Pesquisa; 28(1); 107-116","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100008&lang=pt" 
"S1517-97022002000100009-scl","O rap e o funk na socialização da juventude","Dayrell, Juarez","Educação e Pesquisa; 28(1); 117-136","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100009&lang=pt" 
"S1517-97022002000100010-scl","O mundo de Ronald McDonald: sobre a marca publicitária e a socialidade midiática","Fontenelle, Isleide Arruda","Educação e Pesquisa; 28(1); 137-149","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100010&lang=pt" 
"S1517-97022002000100011-scl","O dispositivo pedagógico da mídia: modos de educar na (e pela) TV","Fischer, Rosa Maria Bueno","Educação e Pesquisa; 28(1); 151-162","Educação e Pesquisa","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022002000100011&lang=pt" 
"S1516-44462002000200010-scl","Depressão em esquizofrenia","Araújo, Flávio S de, Petribú, Kátia, Bastos, Othon","Revista Brasileira de Psiquiatria; 24(2); 86-93","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000200010&lang=pt" 
"S1020-49892002000500002-spa","The many dimensions of health equity","Casas-Zamora, Juan Antonio, Gwatkin, Davidson R.","Revista Panamericana de Salud Pública; 11(5-6); -","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000500002&lang=pt" 
"S1020-49892002000500001-spa","Las muchas dimensiones de la equidad en la salud","Casas-Zamora, Juan Antonio, Gwatkin, Davidson R.","Revista Panamericana de Salud Pública; 11(5-6); -","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000500001&lang=pt" 
"S1020-49892002000500016-spa","Using household surveys and other information sources to study health equity in Latin America and the Caribbean","Dachs, J. Norberto W.","Revista Panamericana de Salud Pública; 11(5-6); 413-417","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000500016&lang=pt" 
"S1020-49892002000500013-spa","Inequities in access to and use of drinking water services in Latin America and the Caribbean","Soares, Luiz Carlos Rangel, Griesinger, Marilena O., Dachs, J. Norberto W., Bittner, Marta A., Tavares, Sonia","Revista Panamericana de Salud Pública; 11(5-6); 386-396","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000500013&lang=pt" 
