"S0004-27302004000100015-scl","Carcinoma medular de tireóide: aspectos moleculares, clínico-oncológicos e terapêuticos","Puñales, Marcia K., Rocha, Andreia P., Gross, Jorge Luiz, Maia, Ana Luiza","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 137-146","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100015&lang=pt" 
"S0004-27302004000100016-scl","Disfunções mínimas da tiróide: hipotiroidismo subclínico e hipertiroidismo subclínico","Romaldini, João Hamilton, Sgarbi, José Augusto, Farah, Chady Satt","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 147-158","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100016&lang=pt" 
"S0004-27302004000100007-scl","Moléstias associadas à carência crônica de iodo","Knobel, Meyer, Medeiros-Neto, Geraldo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 53-61","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100007&lang=pt" 
"S0004-27302004000100008-scl","Aspectos genéticos do hipotireoidismo congênito","Perone, Denise, Teixeira, Silvânia S., Clara, Sueli A., Santos, Daniela C. dos, Nogueira, Célia R.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 62-69","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100008&lang=pt" 
"S0004-27302004000100011-scl","Doença nodular de tireóide","Graf, Hans","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 93-104","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100011&lang=pt" 
"S0004-27302004000100022-scl","Paralisia periódica hipocalêmica tirotóxica, uma urgência endócrina: revisão do quadro clínico e genético de 25 pacientes","Silva, Magnus R. Dias da, Chiamolera, Maria Izabel, Kasamatsu, Teresa S., Cerutti, Janete M., Maciel, Rui M.B.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 196-215","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100022&lang=pt" 
"S0004-27302004000100003-scl","Enzimas envolvidas na organificação tireoideana do iodo","Vaisman, Mário, Rosenthal, Doris, Carvalho, Denise P.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 9-15","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100003&lang=pt" 
"S0004-27302004000100006-scl","Regulação da síntese e secreção de tireotrofina","Moura, Egberto G. de, Moura, Carmen C. Pazos de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 40-52","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100006&lang=pt" 
"S0004-27302004000100009-scl","Thyroglobulin gene mutations and other genetic defects associated with congenital hypothyroidism","Vono-Toniolo, Jussara, Kopp, Peter","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 70-82","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100009&lang=pt" 
"S0004-27302004000100010-scl","Síndrome de resistência ao hormônio tireoidiano","Carvalho, Gisah A. de, Ramos, Helton E.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 83-92","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100010&lang=pt" 
"S0004-27302004000100014-scl","Câncer diferenciado da tiróide: fatores prognósticos e tratamento","Ward, Laura S., Assumpção, Lígia V.M.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 126-136","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100014&lang=pt" 
"S0004-27302004000100021-scl","O efeito molecular e estrutural do hormônio tiroideano no esqueleto","Gouveia, Cecília H.A.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 183-195","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100021&lang=pt" 
"S0004-27302004000100001-scl","Tiróide ou tireóide? Sobre escudos, queijos e ... borboletas!","Kater, Claudio E., Ladosky, Waldemar, Lins, Severiano, Albuquerque, Reginaldo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 1-5","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100001&lang=pt" 
"S0004-27302004000100005-scl","Mecanismo molecular da ação do hormônio tireoideano","Barra, Gustavo B., Velasco, Lara F.R., Pessanha, Rutnéia P., Campos, Alessandra M., Moura, Fanny N., Dias, Sandra M.G., Polikarpov, Igor, Ribeiro, Ralff C.J., Simeoni, Luiz Alberto, Neves, Francisco A.R.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 48(1); 25-39","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302004000100005&lang=pt" 
